COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS
Pigna,"008043","785","8","0"
Pompeiana,"008044","859","8","0"
Pontedassio,"008045","2311","8","0"
Pornassio,"008046","670","8","0"
Prelà,"008047","476","8","0"
Ranzo,"008048","551","8","0"
San Felice del Benaco,"017171","3448","17","0"
San Gervasio Bresciano,"017172","2666","17","0"
San Zeno Naviglio,"017173","4777","17","0"
Saviore dell'Adamello,"017175","872","17","0"
Sellero,"017176","1428","17","0"
Seniga,"017177","1455","17","0"
Serle,"017178","3057","17","0"
Soiano del Lago,"017180","1920","17","0"
Sonico,"017181","1253","17","0"
Sulzano,"017182","1963","17","0"
Villa Biscossi,"018178","67","18","0"
Villanova d'Ardenghi,"018179","780","18","0"
Villanterio,"018180","3396","18","0"
Vistarino,"018181","1579","18","0"
Volpara,"018183","120","18","0"
Zavattarello,"018184","978","18","0"
Zeccone,"018185","1692","18","0"
Zeme,"018186","1005","18","0"
Zenevredo,"018187","478","18","0"
Zerbo,"018188","391","18","0"
Cermes,"021020","1544","21","0"
Chienes,"021021","2927","21","0"
Cornedo all'Isarco,"021023","3421","21","0"
Cortaccia sulla strada del vino,"021024","2219","21","0"
Cortina sulla strada del vino,"021025","653","21","0"
Corvara in Badia,"021026","1376","21","0"
Rezzo,"008049","314","8","0"
Riva Ligure,"008050","2845","8","0"
Rocchetta Nervina,"008051","296","8","0"
San Bartolomeo al Mare,"008052","3062","8","0"
San Biagio della Cima,"008053","1266","8","0"
San Lorenzo al Mare,"008054","1260","8","0"
Santo Stefano al Mare,"008056","2086","8","0"
Seborga,"008057","275","8","0"
Soldano,"008058","1013","8","0"
Terzorio,"008060","232","8","0"
Tavernole sul Mella,"017183","1250","17","0"
Temù,"017184","1124","17","0"
Tignale,"017185","1211","17","0"
Tremosine sul Garda,"017189","2077","17","0"
Treviso Bresciano,"017191","521","17","0"
Urago d'Oglio,"017192","3731","17","0"
Vallio Terme,"017193","1442","17","0"
Valvestino,"017194","178","17","0"
Zerbolò,"018189","1745","18","0"
Zinasco,"018190","3123","18","0"
Cornale e Bastida,"018191","848","18","0"
Corteolona e Genzone,"018192","2583","18","0"
Colli Verdi,"018193","1071","18","0"
Acquanegra Cremonese,"019001","1163","19","0"
Agnadello,"019002","3917","19","0"
Annicco,"019003","2011","19","0"
Azzanello,"019004","608","19","0"
Bagnolo Cremasco,"019005","4919","19","0"
Bonemerse,"019006","1467","19","0"
Bordolano,"019007","580","19","0"
Curon Venosta,"021027","2386","21","0"
Dobbiaco,"021028","3346","21","0"
Falzes,"021030","2860","21","0"
Fiè allo Sciliar,"021031","3616","21","0"
Triora,"008061","350","8","0"
Vallebona,"008062","1293","8","0"
Vasia,"008064","390","8","0"
Vessalico,"008066","245","8","0"
Villa Faraldi,"008067","460","8","0"
Montalto Carpasio,"008068","498","8","0"
Verolavecchia,"017196","3770","17","0"
Vestone,"017197","4288","17","0"
Vezza d'Oglio,"017198","1454","17","0"
Villachiara,"017200","1386","17","0"
Vione,"017202","654","17","0"
Visano,"017203","2013","17","0"
Zone,"017205","1054","17","0"
Calvatone,"019009","1171","19","0"
Camisano,"019010","1239","19","0"
Campagnola Cremasca,"019011","673","19","0"
Capergnanica,"019012","2165","19","0"
Cappella Cantone,"019013","548","19","0"
Cappella de' Picenardi,"019014","423","19","0"
Capralba,"019015","2324","19","0"
Casalbuttano ed Uniti,"019016","3817","19","0"
Casale Cremasco-Vidolasco,"019017","1876","19","0"
Casaletto Ceredano,"019018","1145","19","0"
Casaletto di Sopra,"019019","520","19","0"
Casaletto Vaprio,"019020","1837","19","0"
Casalmorano,"019022","1633","19","0"
Fortezza,"021032","1005","21","0"
Funes,"021033","2571","21","0"
Gais,"021034","3298","21","0"
Gargazzone,"021035","1751","21","0"
Glorenza,"021036","905","21","0"
Altare,"009005","2001","9","0"
Arnasco,"009007","596","9","0"
Balestrino,"009008","537","9","0"
Bardineto,"009009","761","9","0"
Bergeggi,"009010","1073","9","0"
Boissano,"009011","2511","9","0"
Borghetto Santo Spirito,"009012","4659","9","0"
Borgio Verezzi,"009013","2146","9","0"
Bormida,"009014","357","9","0"
Calice Ligure,"009016","1722","9","0"
Piancogno,"017206","4713","17","0"
Alagna,"018001","818","18","0"
Albaredo Arnaboldi,"018002","240","18","0"
Albonese,"018003","534","18","0"
Albuzzano,"018004","3638","18","0"
Arena Po,"018005","1564","18","0"
Badia Pavese,"018006","362","18","0"
Bagnaria,"018007","642","18","0"
Barbianello,"018008","854","18","0"
Bascapè,"018009","1808","18","0"
Bastida Pancarana,"018011","955","18","0"
Battuda,"018012","675","18","0"
Bereguardo,"018014","2908","18","0"
Casteldidone,"019023","573","19","0"
Castel Gabbiano,"019024","450","19","0"
Castelvisconti,"019027","307","19","0"
Cella Dati,"019028","479","19","0"
Chieve,"019029","2280","19","0"
Cicognolo,"019030","901","19","0"
Cingia de' Botti,"019031","1195","19","0"
Corte de' Cortesi con Cignone,"019032","1075","19","0"
Corte de' Frati,"019033","1359","19","0"
Credera Rubbiano,"019034","1569","19","0"
Laion,"021039","2746","21","0"
Lasa,"021042","4094","21","0"
Lauregno,"021043","338","21","0"
Luson,"021044","1555","21","0"
Magrè sulla strada del vino,"021045","1281","21","0"
Calizzano,"009017","1438","9","0"
Casanova Lerrone,"009019","733","9","0"
Castelbianco,"009020","320","9","0"
Castelvecchio di Rocca Barbena,"009021","145","9","0"
Cengio,"009023","3421","9","0"
Cisano sul Neva,"009025","2089","9","0"
Cosseria,"009026","1065","9","0"
Dego,"009027","1945","9","0"
Borgarello,"018015","2646","18","0"
Borgo Priolo,"018016","1385","18","0"
Borgoratto Mormorolo,"018017","415","18","0"
Borgo San Siro,"018018","945","18","0"
Bornasco,"018019","2671","18","0"
Bosnasco,"018020","626","18","0"
Brallo di Pregola,"018021","530","18","0"
Breme,"018022","737","18","0"
Bressana Bottarone,"018023","3501","18","0"
Calvignano,"018025","107","18","0"
Campospinoso,"018026","1097","18","0"
Cremosano,"019037","1730","19","0"
Crotta d'Adda,"019038","643","19","0"
Cumignano sul Naviglio,"019039","433","19","0"
Derovere,"019040","302","19","0"
Dovera,"019041","3809","19","0"
Fiesco,"019043","1219","19","0"
Formigara,"019044","1046","19","0"
Gabbioneta-Binanuova,"019045","881","19","0"
Gadesco-Pieve Delmona,"019046","1920","19","0"
Genivolta,"019047","1144","19","0"
Gerre de' Caprioli,"019048","1336","19","0"
Gombito,"019049","627","19","0"
Marebbe,"021047","3118","21","0"
Marlengo,"021048","2814","21","0"
Martello,"021049","829","21","0"
Meltina,"021050","1694","21","0"
Erli,"009028","223","9","0"
Garlenda,"009030","1265","9","0"
Giustenice,"009031","1000","9","0"
Giusvalla,"009032","415","9","0"
Laigueglia,"009033","1759","9","0"
Magliolo,"009035","934","9","0"
Mallare,"009036","1081","9","0"
Massimino,"009037","108","9","0"
Millesimo,"009038","3281","9","0"
Mioglia,"009039","505","9","0"
Murialdo,"009040","785","9","0"
Candia Lomellina,"018027","1515","18","0"
Canneto Pavese,"018029","1369","18","0"
Carbonara al Ticino,"018030","1436","18","0"
Casanova Lonati,"018031","451","18","0"
Casatisma,"018032","880","18","0"
Casei Gerola,"018033","2472","18","0"
Castana,"018036","729","18","0"
Castelletto di Branduzzo,"018038","1050","18","0"
Castello d'Agogna,"018039","1110","18","0"
Castelnovetto,"018040","535","18","0"
Grontardo,"019050","1511","19","0"
Grumello Cremonese ed Uniti,"019051","1730","19","0"
Gussola,"019052","2697","19","0"
Isola Dovarese,"019053","1139","19","0"
Izano,"019054","1968","19","0"
Madignano,"019055","2818","19","0"
Malagnino,"019056","1718","19","0"
Martignana di Po,"019057","2084","19","0"
Monte Cremasco,"019058","2279","19","0"
Montodine,"019059","2491","19","0"
Moscazzano,"019060","750","19","0"
Motta Baluffi,"019061","837","19","0"
Olmeneta,"019063","927","19","0"
Ostiano,"019064","2825","19","0"
Paderno Ponchielli,"019065","1404","19","0"
Palazzo Pignano,"019066","3826","19","0"
Monguelfo-Tesido,"021052","2919","21","0"
Montagna,"021053","1714","21","0"
Moso in Passiria,"021054","2066","21","0"
Nalles,"021055","1979","21","0"
Nasino,"009041","189","9","0"
Noli,"009042","2590","9","0"
Onzo,"009043","216","9","0"
Orco Feglino,"009044","893","9","0"
Ortovero,"009045","1612","9","0"
Osiglia,"009046","450","9","0"
Pallare,"009047","934","9","0"
Piana Crixia,"009048","797","9","0"
Plodio,"009050","642","9","0"
Pontinvrea,"009051","838","9","0"
Rialto,"009053","553","9","0"
Cecima,"018042","224","18","0"
Ceranova,"018043","2261","18","0"
Stanghella,"028088","4134","28","0"
Terrassa Padovana,"028090","2669","28","0"
Precenicco,"030082","1457","30","0"
Premariacco,"030083","4019","30","0"
Preone,"030084","250","30","0"
Prepotto,"030085","740","30","0"
Pulfero,"030086","876","30","0"
Ragogna,"030087","2834","30","0"
Ravascletto,"030088","501","30","0"
Raveo,"030089","450","30","0"
Reana del Rojale,"030090","4837","30","0"
Resia,"030092","944","30","0"
Frassinoro,"036016","1849","36","0"
Guiglia,"036017","3929","36","0"
Lama Mocogno,"036018","2668","36","0"
Bedonia,"034003","3288","34","0"
Berceto,"034004","2002","34","0"
Bore,"034005","681","34","0"
Tribano,"028094","4334","28","0"
Urbana,"028095","2078","28","0"
Veggiano,"028096","4765","28","0"
Vescovana,"028097","1766","28","0"
Vighizzolo d'Este,"028098","916","28","0"
Villa Estense,"028102","2179","28","0"
Vo',"028105","3279","28","0"
Resiutta,"030093","284","30","0"
Rigolato,"030094","395","30","0"
Rive d'Arcano,"030095","2392","30","0"
Ronchis,"030097","1995","30","0"
Ruda,"030098","2859","30","0"
San Leonardo,"030102","1069","30","0"
San Pietro al Natisone,"030103","2113","30","0"
Santa Maria la Longa,"030104","2314","30","0"
San Vito al Torre,"030105","1248","30","0"
Montecreto,"036024","916","36","0"
Montefiorino,"036025","2129","36","0"
Montese,"036026","3286","36","0"
Calestano,"034008","2105","34","0"
Compiano,"034011","1089","34","0"
Corniglio,"034012","1787","34","0"
Ariano nel Polesine,"029002","4193","29","0"
Arquà Polesine,"029003","2667","29","0"
Bagnolo di Po,"029005","1203","29","0"
Bergantino,"029006","2506","29","0"
San Vito di Fagagna,"030106","1703","30","0"
Sauris,"030107","394","30","0"
Savogna,"030108","361","30","0"
Sedegliano,"030109","3745","30","0"
Socchieve,"030110","883","30","0"
Stregna,"030111","327","30","0"
Sutrio,"030112","1267","30","0"
Taipana,"030113","565","30","0"
Talmassons,"030114","3966","30","0"
Palagano,"036029","2076","36","0"
Pievepelago,"036031","2299","36","0"
Polinago,"036032","1605","36","0"
Prignano sulla Secchia,"036033","3753","36","0"
Riolunato,"036035","685","36","0"
Bosaro,"029007","1455","29","0"
Calto,"029008","686","29","0"
Canaro,"029009","2670","29","0"
Canda,"029010","870","29","0"
Castelguglielmo,"029011","1542","29","0"
Castelmassa,"029012","4051","29","0"
Castelnovo Bariano,"029013","2647","29","0"
Ceneselli,"029014","1599","29","0"
Ceregnano,"029015","3510","29","0"
Corbola,"029017","2305","29","0"
Costa di Rovigo,"029018","2486","29","0"
Tarvisio,"030117","4140","30","0"
Terzo d'Aquileia,"030120","2791","30","0"
Torreano,"030122","2085","30","0"
Torviscosa,"030123","2714","30","0"
Trasaghis,"030124","2171","30","0"
Treppo Grande,"030126","1703","30","0"
Trivignano Udinese,"030128","1595","30","0"
San Possidonio,"036038","3500","36","0"
Sestola,"036043","2458","36","0"
Monchio delle Corti,"034022","858","34","0"
Neviano degli Arduini,"034024","3557","34","0"
Palanzano,"034026","1085","34","0"
Crespino,"029019","1761","29","0"
Ficarolo,"029021","2305","29","0"
Fiesso Umbertiano,"029022","3940","29","0"
Frassinelle Polesine,"029023","1400","29","0"
Fratta Polesine,"029024","2582","29","0"
Gaiba,"029025","981","29","0"
Gavello,"029026","1517","29","0"
Giacciano con Baruchella,"029027","2074","29","0"
Guarda Veneta,"029028","1121","29","0"
Loreo,"029030","3392","29","0"
Varmo,"030130","2710","30","0"
Venzone,"030131","1998","30","0"
Verzegnis,"030132","875","30","0"
Villa Santina,"030133","2200","30","0"
Visco,"030135","794","30","0"
Zuglio,"030136","570","30","0"
Forgaria nel Friuli,"030137","1740","30","0"
Campolongo Tapogliano,"030138","1136","30","0"
Sappada,"030189","1315","30","0"
Voghiera,"038023","3679","38","0"
Goro,"038025","3642","38","0"
Agugliaro,"024001","1392","24","0"
Albettone,"024002","2013","24","0"
Alonte,"024003","1599","24","0"
Altissimo,"024005","2172","24","0"
Arsiero,"024007","3091","24","0"
Asigliano Veneto,"024010","883","24","0"
Villandro,"021114","1825","21","0"
Velturno,"021116","2988","21","0"
La Valle,"021117","1398","21","0"
Senale-San Felice,"021118","760","21","0"
Albiano,"022002","1485","22","0"
Aldeno,"022003","3148","22","0"
Sovramonte,"025058","1357","25","0"
Taibon Agordino,"025059","1742","25","0"
Tambre,"025060","1306","25","0"
Vallada Agordina,"025062","485","25","0"
Valle di Cadore,"025063","1870","25","0"
Vigo di Cadore,"025065","1395","25","0"
Vodo Cadore,"025066","841","25","0"
Voltago Agordino,"025067","834","25","0"
Zoppè di Cadore,"025069","197","25","0"
Trambileno,"022203","1479","22","0"
Valfloriana,"022209","462","22","0"
Vallarsa,"022210","1365","22","0"
Vermiglio,"022213","1820","22","0"
Vignola-Falesina,"022216","172","22","0"
Refrontolo,"026065","1688","26","0"
Revine Lago,"026067","2121","26","0"
Andalo,"022005","1124","22","0"
Avio,"022007","4119","22","0"
Bedollo,"022011","1482","22","0"
Besenello,"022013","2709","22","0"
Bieno,"022015","431","22","0"
Bleggio Superiore,"022017","1535","22","0"
Bocenago,"022018","386","22","0"
Bondone,"022021","657","22","0"
Sella Giudicarie,"022246","2912","22","0"
Tre Ville,"022247","1395","22","0"
Ville d'Anaunia,"022249","4801","22","0"
Monte di Malo,"024063","2804","24","0"
Montegalda,"024064","3404","24","0"
Montegaldella,"024065","1811","24","0"
Monteviale,"024066","2848","24","0"
Montorso Vicentino,"024068","3069","24","0"
Nanto,"024071","3110","24","0"
Nogarole Vicentino,"024072","1207","24","0"
Nove,"024073","4943","24","0"
Cibiana di Cadore,"025013","378","25","0"
Colle Santa Lucia,"025014","349","25","0"
Comelico Superiore,"025015","2135","25","0"
Danta di Cadore,"025017","442","25","0"
Domegge di Cadore,"025018","2347","25","0"
Falcade,"025019","1864","25","0"
Fontanelice,"037026","1955","37","0"
Gaggio Montano,"037027","4899","37","0"
Grizzana Morandi,"037031","3892","37","0"
San Giovanni di Fassa,"022250","3561","22","0"
Terre d'Adige,"022251","3055","22","0"
Borgo d'Anaunia,"022252","2482","22","0"
Novella,"022253","3618","22","0"
Ville di Fiemme,"022254","2569","22","0"
Affi,"023001","2366","23","0"
Orgiano,"024075","3051","24","0"
Pedemonte,"024076","728","24","0"
Pianezze,"024077","2173","24","0"
Pojana Maggiore,"024079","4260","24","0"
Posina,"024080","558","24","0"
Pove del Grappa,"024081","3113","24","0"
Pozzoleone,"024082","2789","24","0"
Roana,"024085","4228","24","0"
Fonzaso,"025022","3128","25","0"
Canale d'Agordo,"025023","1096","25","0"
Gosaldo,"025025","562","25","0"
Lamon,"025026","2791","25","0"
La Valle Agordina,"025027","1069","25","0"
Livinallongo del Col di Lana,"025030","1298","25","0"
Lorenzago di Cadore,"025032","556","25","0"
Lizzano in Belvedere,"037033","2183","37","0"
Loiano,"037034","4381","37","0"
Angiari,"023003","2315","23","0"
Badia Calavena,"023005","2606","23","0"
Belfiore,"023007","3261","23","0"
Bevilacqua,"023008","1714","23","0"
Bonavigo,"023009","1990","23","0"
Boschi Sant'Anna,"023010","1375","23","0"
Bosco Chiesanuova,"023011","3561","23","0"
Rotzo,"024089","651","24","0"
Salcedo,"024090","1026","24","0"
San Pietro Mussolino,"024094","1604","24","0"
San Vito di Leguzzano,"024096","3618","24","0"
Schiavon,"024099","2648","24","0"
Solagna,"024101","1864","24","0"
Sossano,"024102","4260","24","0"
Lozzo di Cadore,"025033","1296","25","0"
Ospitale di Cadore,"025035","268","25","0"
Pedavena,"025036","4377","25","0"
Monghidoro,"037040","3704","37","0"
Grigno,"022095","2136","22","0"
Imer,"022097","1173","22","0"
Isera,"022098","2765","22","0"
Lavarone,"022102","1176","22","0"
Livo,"022106","801","22","0"
Lona-Lases,"022108","877","22","0"
Brentino Belluno,"023013","1343","23","0"
Brenzone sul Garda,"023014","2484","23","0"
Castagnaro,"023020","3663","23","0"
Tonezza del Cimone,"024106","519","24","0"
Valdastico,"024112","1245","24","0"
Valli del Pasubio,"024113","3091","24","0"
Velo d'Astico,"024115","2294","24","0"
Mordano,"037045","4739","37","0"
Luserna,"022109","260","22","0"
Malé,"022110","2217","22","0"
Massimeno,"022112","141","22","0"
Mazzin,"022113","585","22","0"
Mezzana,"022114","893","22","0"
Mezzano,"022115","1589","22","0"
Cazzano di Tramigna,"023024","1492","23","0"
Cerro Veronese,"023026","2508","23","0"
Concamarise,"023029","1089","23","0"
Costermano sul Garda,"023030","3902","23","0"
Dolcè,"023031","2603","23","0"
Erbè,"023032","1896","23","0"
Villaga,"024117","1895","24","0"
Zermeghedo,"024120","1387","24","0"
Zovencedo,"024121","786","24","0"
Val Liona,"024123","3081","24","0"
Cappella Maggiore,"026007","4705","26","0"
San Benedetto Val di Sambro,"037051","4174","37","0"
Moena,"022118","2626","22","0"
Molveno,"022120","1111","22","0"
Nago-Torbole,"022124","2852","22","0"
Nogaredo,"022127","2068","22","0"
Nomi,"022128","1343","22","0"
Novaledo,"022129","1099","22","0"
Ospedaletto,"022130","790","22","0"
Ossana,"022131","834","22","0"
Palù del Fersina,"022133","164","22","0"
Erbezzo,"023033","770","23","0"
Ferrara di Monte Baldo,"023034","250","23","0"
Fumane,"023035","4115","23","0"
Garda,"023036","4111","23","0"
Isola Rizza,"023041","3248","23","0"
Castelcucco,"026011","2298","26","0"
Cavaso del Tomba,"026014","2908","26","0"
Cessalto,"026015","3884","26","0"
Chiarano,"026016","3671","26","0"
Cimadolmo,"026017","3399","26","0"
Cison di Valmarino,"026018","2636","26","0"
Quero Vas,"025070","3161","25","0"
Val di Zoldo,"025073","3022","25","0"
Arcade,"026002","4548","26","0"
Villa Lagarina,"022222","3801","22","0"
Volano,"022224","3023","22","0"
Ziano di Fiemme,"022226","1770","22","0"
Comano Terme,"022228","2934","22","0"
Bressanvido,"024016","3189","24","0"
Brogliano,"024017","4009","24","0"
Caltrano,"024019","2492","24","0"
Calvene,"024020","1324","24","0"
Campiglia dei Berici,"024022","1682","24","0"
Carrè,"024024","3579","24","0"
Cartigliano,"024025","3801","24","0"
Brentonico,"022025","4012","22","0"
Bresimo,"022026","254","22","0"
Caderzone Terme,"022029","684","22","0"
Calceranica al Lago,"022032","1352","22","0"
