COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS,den_uts,sigla
San Demetrio Corone,"078114","3282","78","0",Cosenza,CS
Buccheri,"089003","1889","89","0",Siracusa,SR
Buscemi,"089004","995","89","0",Siracusa,SR
Grumento Nova,"076037","1654","76","0",Potenza,PZ
Guardia Perticara,"076038","537","76","0",Potenza,PZ
Latronico,"076040","4288","76","0",Potenza,PZ
Laurenzana,"076041","1681","76","0",Potenza,PZ
San Mauro Forte,"077026","1405","77","0",Matera,MT
Stigliano,"077027","3914","77","0",Matera,MT
Tursi,"077029","4901","77","0",Matera,MT
San Donato di Ninea,"078115","1235","78","0",Cosenza,CS
San Fili,"078116","2601","78","0",Cosenza,CS
Sangineto,"078117","1269","78","0",Cosenza,CS
San Giorgio Albanese,"078118","1364","78","0",Cosenza,CS
San Lorenzo Bellizzi,"078120","574","78","0",Cosenza,CS
Cassaro,"089007","751","89","0",Siracusa,SR
Ferla,"089008","2400","89","0",Siracusa,SR
Maratea,"076044","4995","76","0",Potenza,PZ
Marsico Nuovo,"076045","4048","76","0",Potenza,PZ
Valsinni,"077030","1423","77","0",Matera,MT
Acquaformosa,"078001","1064","78","0",Cosenza,CS
Acquappesa,"078002","1803","78","0",Cosenza,CS
Aiello Calabro,"078004","1607","78","0",Cosenza,CS
San Lorenzo del Vallo,"078121","3204","78","0",Cosenza,CS
San Martino di Finita,"078124","985","78","0",Cosenza,CS
San Nicola Arcella,"078125","1973","78","0",Cosenza,CS
San Pietro in Amantea,"078126","506","78","0",Cosenza,CS
San Pietro in Guarano,"078127","3573","78","0",Cosenza,CS
San Sosti,"078128","2098","78","0",Cosenza,CS
Cursi,"075025","4037","75","0",Lecce,LE
Diso,"075027","2903","75","0",Lecce,LE
Maschito,"076047","1570","76","0",Potenza,PZ
Missanello,"076049","539","76","0",Potenza,PZ
Moliterno,"076050","3771","76","0",Potenza,PZ
Montemilone,"076051","1510","76","0",Potenza,PZ
Montemurro,"076052","1160","76","0",Potenza,PZ
Aieta,"078005","767","78","0",Cosenza,CS
Albidona,"078006","1243","78","0",Cosenza,CS
Alessandria del Carretto,"078007","384","78","0",Cosenza,CS
Altilia,"078008","684","78","0",Cosenza,CS
Altomonte,"078009","4320","78","0",Cosenza,CS
Amendolara,"078011","2854","78","0",Cosenza,CS
Santa Caterina Albanese,"078129","1192","78","0",Cosenza,CS
Santa Domenica Talao,"078130","1200","78","0",Cosenza,CS
Sant'Agata di Esaro,"078131","1786","78","0",Cosenza,CS
Santa Sofia d'Epiro,"078133","2407","78","0",Cosenza,CS
Santo Stefano di Rogliano,"078134","1691","78","0",Cosenza,CS
San Vincenzo La Costa,"078135","2115","78","0",Cosenza,CS
Saracena,"078136","3615","78","0",Cosenza,CS
Agnone,"094002","4901","94","0",Isernia,IS
Bagnoli del Trigno,"094003","675","94","0",Isernia,IS
Belmonte del Sannio,"094004","695","94","0",Isernia,IS
Cantalupo nel Sannio,"094005","752","94","0",Isernia,IS
Capracotta,"094006","837","94","0",Isernia,IS
Carovilli,"094007","1286","94","0",Isernia,IS
Carpinone,"094008","1087","94","0",Isernia,IS
Mondaino,"099006","1355","99","0",Rimini,RN
Montefiore Conca,"099008","2236","99","0",Rimini,RN
Montegridolfo,"099009","996","99","0",Rimini,RN
Saludecio,"099015","3065","99","0",Rimini,RN
Luogosanto,"090036","1860","90","0",Sassari,SS
Luras,"090037","2486","90","0",Sassari,SS
Mara,"090038","562","90","0",Sassari,SS
Martis,"090039","478","90","0",Sassari,SS
Monteleone Rocca Doria,"090040","107","90","0",Sassari,SS
Monti,"090041","2399","90","0",Sassari,SS
Lula,"091043","1318","91","0",Nuoro,NU
Mamoiada,"091046","2472","91","0",Nuoro,NU
Meana Sardo,"091047","1691","91","0",Nuoro,NU
Noragugume,"091050","289","91","0",Nuoro,NU
Andorno Micca,"096002","3130","96","0",Biella,BI
Benna,"096003","1146","96","0",Biella,BI
Bioglio,"096005","875","96","0",Biella,BI
Borriana,"096006","885","96","0",Biella,BI
Brusnengo,"096007","2027","96","0",Biella,BI
Callabiana,"096008","141","96","0",Biella,BI
Camandona,"096009","320","96","0",Biella,BI
Camburzano,"096010","1148","96","0",Biella,BI
Caprile,"096013","185","96","0",Biella,BI
Castel del Giudice,"094009","311","94","0",Isernia,IS
Castelpetroso,"094010","1620","94","0",Isernia,IS
Castelpizzuto,"094011","157","94","0",Isernia,IS
Castel San Vincenzo,"094012","481","94","0",Isernia,IS
Castelverrino,"094013","105","94","0",Isernia,IS
Cerro al Volturno,"094014","1200","94","0",Isernia,IS
Chiauci,"094015","204","94","0",Isernia,IS
Civitanova del Sannio,"094016","926","94","0",Isernia,IS
Colli a Volturno,"094017","1343","94","0",Isernia,IS
Conca Casale,"094018","173","94","0",Isernia,IS
Mores,"090042","1873","90","0",Sassari,SS
Muros,"090043","829","90","0",Sassari,SS
Nughedu San Nicolò,"090044","783","90","0",Sassari,SS
Nule,"090045","1336","90","0",Sassari,SS
Nulvi,"090046","2699","90","0",Sassari,SS
Olmedo,"090048","4185","90","0",Sassari,SS
Oschiri,"090049","3142","90","0",Sassari,SS
Ollolai,"091056","1240","91","0",Nuoro,NU
Olzai,"091057","820","91","0",Nuoro,NU
Onanì,"091058","372","91","0",Nuoro,NU
Onifai,"091059","719","91","0",Nuoro,NU
Oniferi,"091060","900","91","0",Nuoro,NU
Casapinta,"096014","408","96","0",Biella,BI
Castelletto Cervo,"096015","826","96","0",Biella,BI
Cavaglià,"096016","3571","96","0",Biella,BI
Cerrione,"096018","2846","96","0",Biella,BI
Coggiola,"096019","1742","96","0",Biella,BI
Crevacuore,"096021","1476","96","0",Biella,BI
Curino,"096023","468","96","0",Biella,BI
Donato,"096024","716","96","0",Biella,BI
Dorzano,"096025","545","96","0",Biella,BI
Gaglianico,"096026","3823","96","0",Biella,BI
Gifflenga,"096027","109","96","0",Biella,BI
Filignano,"094019","610","94","0",Isernia,IS
Forlì del Sannio,"094020","643","94","0",Isernia,IS
Fornelli,"094021","1906","94","0",Isernia,IS
Frosolone,"094022","2985","94","0",Isernia,IS
Longano,"094024","663","94","0",Isernia,IS
Macchia d'Isernia,"094025","1065","94","0",Isernia,IS
Macchiagodena,"094026","1756","94","0",Isernia,IS
Osilo,"090050","2937","90","0",Sassari,SS
Orani,"091061","2806","91","0",Nuoro,NU
Orgosolo,"091062","4117","91","0",Nuoro,NU
Orotelli,"091064","1962","91","0",Nuoro,NU
Ortueri,"091066","1094","91","0",Nuoro,NU
Orune,"091067","2238","91","0",Nuoro,NU
Graglia,"096028","1495","96","0",Biella,BI
Magnano,"096030","386","96","0",Biella,BI
Massazza,"096031","537","96","0",Biella,BI
Masserano,"096032","2036","96","0",Biella,BI
Mezzana Mortigliengo,"096033","490","96","0",Biella,BI
Miagliano,"096034","580","96","0",Biella,BI
Mongrando,"096035","3833","96","0",Biella,BI
Mottalciata,"096037","1328","96","0",Biella,BI
Muzzano,"096038","591","96","0",Biella,BI
Netro,"096039","941","96","0",Biella,BI
Occhieppo Inferiore,"096040","3852","96","0",Biella,BI
Occhieppo Superiore,"096041","2694","96","0",Biella,BI
Pettinengo,"096042","1503","96","0",Biella,BI
Miranda,"094027","970","94","0",Isernia,IS
Montaquila,"094028","2385","94","0",Isernia,IS
Montenero Val Cocchiara,"094029","517","94","0",Isernia,IS
Monteroduni,"094030","2090","94","0",Isernia,IS
Pesche,"094031","1668","94","0",Isernia,IS
Pescolanciano,"094032","829","94","0",Isernia,IS
Pescopennataro,"094033","257","94","0",Isernia,IS
Acerenza,"076002","2268","76","0",Potenza,PZ
Albano di Lucania,"076003","1381","76","0",Potenza,PZ
Anzi,"076004","1597","76","0",Potenza,PZ
Armento,"076005","580","76","0",Potenza,PZ
Vietri di Potenza,"076096","2773","76","0",Potenza,PZ
Viggianello,"076097","2867","76","0",Potenza,PZ
Viggiano,"076098","3357","76","0",Potenza,PZ
Ginestra,"076099","724","76","0",Potenza,PZ
Paterno,"076100","3224","76","0",Potenza,PZ
Accettura,"077001","1718","77","0",Matera,MT
Longobucco,"078068","2875","78","0",Cosenza,CS
Lungro,"078069","2364","78","0",Cosenza,CS
Maierà,"078071","1198","78","0",Cosenza,CS
Malito,"078072","753","78","0",Cosenza,CS
Malvito,"078073","1751","78","0",Cosenza,CS
Mandatoriccio,"078074","2715","78","0",Cosenza,CS
San Cono,"087040","2582","87","0",Catania,CT
San Michele di Ganzaria,"087043","3136","87","0",Catania,CT
Atella,"076006","3812","76","0",Potenza,PZ
Balvano,"076008","1794","76","0",Potenza,PZ
Banzi,"076009","1284","76","0",Potenza,PZ
Baragiano,"076010","2580","76","0",Potenza,PZ
Barile,"076011","2746","76","0",Potenza,PZ
Aliano,"077002","907","77","0",Matera,MT
Calciano,"077004","685","77","0",Matera,MT
Cirigliano,"077005","310","77","0",Matera,MT
Colobraro,"077006","1131","77","0",Matera,MT
Craco,"077007","668","77","0",Matera,MT
Mangone,"078075","1904","78","0",Cosenza,CS
Marano Marchesato,"078076","3436","78","0",Cosenza,CS
Marano Principato,"078077","3129","78","0",Cosenza,CS
Marzi,"078078","967","78","0",Cosenza,CS
Mongrassano,"078080","1530","78","0",Cosenza,CS
Montegiordano,"078082","1706","78","0",Cosenza,CS
Sant'Alfio,"087046","1560","87","0",Catania,CT
Bella,"076012","4916","76","0",Potenza,PZ
Brienza,"076013","3967","76","0",Potenza,PZ
Brindisi Montagna,"076014","854","76","0",Potenza,PZ
Calvello,"076015","1851","76","0",Potenza,PZ
Calvera,"076016","365","76","0",Potenza,PZ
Campomaggiore,"076017","754","76","0",Potenza,PZ
Cancellara,"076018","1215","76","0",Potenza,PZ
Garaguso,"077009","1025","77","0",Matera,MT
Gorgoglione,"077010","911","77","0",Matera,MT
Grassano,"077011","4978","77","0",Matera,MT
Grottole,"077012","2149","77","0",Matera,MT
Morano Calabro,"078083","4262","78","0",Cosenza,CS
Mormanno,"078084","2798","78","0",Cosenza,CS
Mottafollone,"078085","1151","78","0",Cosenza,CS
Nocara,"078086","354","78","0",Cosenza,CS
Oriolo,"078087","1993","78","0",Cosenza,CS
Mazzarrone,"087056","3997","87","0",Catania,CT
Maniace,"087057","3762","87","0",Catania,CT
Ragalna,"087058","4047","87","0",Catania,CT
Carbone,"076019","567","76","0",Potenza,PZ
San Paolo Albanese,"076020","228","76","0",Potenza,PZ
Castelgrande,"076021","876","76","0",Potenza,PZ
Castelluccio Inferiore,"076022","1993","76","0",Potenza,PZ
Castelluccio Superiore,"076023","749","76","0",Potenza,PZ
Castelmezzano,"076024","756","76","0",Potenza,PZ
Castelsaraceno,"076025","1271","76","0",Potenza,PZ
Castronuovo di Sant'Andrea,"076026","966","76","0",Potenza,PZ
Irsina,"077013","4632","77","0",Matera,MT
Miglionico,"077015","2447","77","0",Matera,MT
Orsomarso,"078088","1198","78","0",Cosenza,CS
Paludi,"078089","1031","78","0",Cosenza,CS
Panettieri,"078090","316","78","0",Cosenza,CS
Papasidero,"078092","665","78","0",Cosenza,CS
Parenti,"078093","2108","78","0",Cosenza,CS
Paterno Calabro,"078094","1383","78","0",Cosenza,CS
Pedivigliano,"078096","807","78","0",Cosenza,CS
Giarratana,"088004","2862","88","0",Ragusa,RG
Monterosso Almo,"088007","2886","88","0",Ragusa,RG
Cersosimo,"076027","589","76","0",Potenza,PZ
Chiaromonte,"076028","1868","76","0",Potenza,PZ
Corleto Perticara,"076029","2461","76","0",Potenza,PZ
Episcopia,"076030","1329","76","0",Potenza,PZ
Fardella,"076031","577","76","0",Potenza,PZ
Roccapalumba,"082062","2385","82","0",Palermo,PA
San Mauro Castelverde,"082065","1470","82","0",Palermo,PA
Santa Cristina Gela,"082066","997","82","0",Palermo,PA
Sciara,"082068","2674","82","0",Palermo,PA
Serrastretta,"079129","3039","79","0",Catanzaro,CZ
Sersale,"079130","4436","79","0",Catanzaro,CZ
Settingiano,"079131","3137","79","0",Catanzaro,CZ
Simeri Crichi,"079133","4708","79","0",Catanzaro,CZ
Sorbo San Basile,"079134","792","79","0",Catanzaro,CZ
Buseto Palizzolo,"081002","2855","81","0",Trapani,TP
Castrofilippo,"084013","2786","84","0",Agrigento,AG
Cattolica Eraclea,"084014","3491","84","0",Agrigento,AG
Cianciana,"084015","3322","84","0",Agrigento,AG
Comitini,"084016","896","84","0",Agrigento,AG
Sclafani Bagni,"082069","397","82","0",Palermo,PA
Torretta,"082072","4319","82","0",Palermo,PA
Trappeto,"082074","3102","82","0",Palermo,PA
Ustica,"082075","1302","82","0",Palermo,PA
Valledolmo,"082076","3400","82","0",Palermo,PA
Soveria Mannelli,"079138","2971","79","0",Catanzaro,CZ
Soveria Simeri,"079139","1508","79","0",Catanzaro,CZ
Squillace,"079142","3629","79","0",Catanzaro,CZ
Stalettì,"079143","2388","79","0",Catanzaro,CZ
Taverna,"079146","2562","79","0",Catanzaro,CZ
Tiriolo,"079147","3746","79","0",Catanzaro,CZ
Torre di Ruggiero,"079148","972","79","0",Catanzaro,CZ
Favignana,"081009","4313","81","0",Trapani,TP
Gibellina,"081010","3931","81","0",Trapani,TP
Joppolo Giancaxio,"084019","1151","84","0",Agrigento,AG
Lucca Sicula,"084022","1752","84","0",Agrigento,AG
Ventimiglia di Sicilia,"082077","1869","82","0",Palermo,PA
Vicari,"082078","2559","82","0",Palermo,PA
Villafrati,"082080","3271","82","0",Palermo,PA
Scillato,"082081","613","82","0",Palermo,PA
Blufi,"082082","931","82","0",Palermo,PA
Alcara li Fusi,"083001","1812","83","0",Messina,ME
Alì,"083002","710","83","0",Messina,ME
Alì Terme,"083003","2446","83","0",Messina,ME
Vallefiorita,"079151","1618","79","0",Catanzaro,CZ
Zagarise,"079157","1526","79","0",Catanzaro,CZ
Africo,"080001","2899","80","0",Reggio di Calabria,RC
Agnana Calabra,"080002","498","80","0",Reggio di Calabria,RC
Anoia,"080003","2102","80","0",Reggio di Calabria,RC
Montallegro,"084024","2484","84","0",Agrigento,AG
Montevago,"084025","2876","84","0",Agrigento,AG
Antillo,"083004","860","83","0",Messina,ME
Basicò,"083006","577","83","0",Messina,ME
Capizzi,"083008","2977","83","0",Messina,ME
Capri Leone,"083010","4419","83","0",Messina,ME
Caronia,"083011","3136","83","0",Messina,ME
Casalvecchio Siculo,"083012","763","83","0",Messina,ME
Castel di Lucio,"083013","1250","83","0",Messina,ME
Castell'Umberto,"083014","2965","83","0",Messina,ME
Antonimina,"080004","1248","80","0",Reggio di Calabria,RC
Bagaladi,"080006","977","80","0",Reggio di Calabria,RC
Benestare,"080008","2515","80","0",Reggio di Calabria,RC
Bianco,"080009","4151","80","0",Reggio di Calabria,RC
Bivongi,"080010","1257","80","0",Reggio di Calabria,RC
Bova,"080011","410","80","0",Reggio di Calabria,RC
Poggioreale,"081016","1454","81","0",Trapani,TP
Salaparuta,"081017","1615","81","0",Trapani,TP
Santa Ninfa,"081019","4955","81","0",Trapani,TP
San Vito Lo Capo,"081020","4818","81","0",Trapani,TP
Realmonte,"084032","4485","84","0",Agrigento,AG
Calascibetta,"086005","4309","86","0",Enna,EN
Castelmola,"083015","1094","83","0",Messina,ME
Castroreale,"083016","2336","83","0",Messina,ME
Cesarò,"083017","2257","83","0",Messina,ME
Condrò,"083018","483","83","0",Messina,ME
Falcone,"083019","2729","83","0",Messina,ME
Ficarra,"083020","1376","83","0",Messina,ME
Fiumedinisi,"083021","1332","83","0",Messina,ME
Floresta,"083022","456","83","0",Messina,ME
Bova Marina,"080013","4205","80","0",Reggio di Calabria,RC
Brancaleone,"080014","3460","80","0",Reggio di Calabria,RC
Bruzzano Zeffirio,"080015","1104","80","0",Reggio di Calabria,RC
Calanna,"080016","820","80","0",Reggio di Calabria,RC
Camini,"080017","745","80","0",Reggio di Calabria,RC
Campo Calabro,"080018","4521","80","0",Reggio di Calabria,RC
Candidoni,"080019","421","80","0",Reggio di Calabria,RC
Canolo,"080020","686","80","0",Reggio di Calabria,RC
Caraffa del Bianco,"080021","483","80","0",Reggio di Calabria,RC
Vita,"081023","1897","81","0",Trapani,TP
Alia,"082001","3510","82","0",Palermo,PA
Alimena,"082002","1915","82","0",Palermo,PA
Catenanuova,"086006","4636","86","0",Enna,EN
Cerami,"086008","1916","86","0",Enna,EN
Fondachelli-Fantina,"083023","1021","83","0",Messina,ME
Forza d'Agrò,"083024","889","83","0",Messina,ME
Francavilla di Sicilia,"083025","3725","83","0",Messina,ME
Frazzanò,"083026","621","83","0",Messina,ME
Furci Siculo,"083027","3230","83","0",Messina,ME
Furnari,"083028","3848","83","0",Messina,ME
Gaggi,"083029","3181","83","0",Messina,ME
Galati Mamertino,"083030","2408","83","0",Messina,ME
Gallodoro,"083031","342","83","0",Messina,ME
Graniti,"083034","1455","83","0",Messina,ME
Cardeto,"080022","1464","80","0",Reggio di Calabria,RC
Careri,"080023","2203","80","0",Reggio di Calabria,RC
Casignana,"080024","727","80","0",Reggio di Calabria,RC
Ciminà,"080026","551","80","0",Reggio di Calabria,RC
Aliminusa,"082003","1138","82","0",Palermo,PA
Baucina,"082008","1915","82","0",Palermo,PA
Bisacquino,"082010","4321","82","0",Palermo,PA
Bolognetta,"082011","4138","82","0",Palermo,PA
Gagliano Castelferrato,"086010","3460","86","0",Enna,EN
Gualtieri Sicaminò,"083035","1657","83","0",Messina,ME
Itala,"083036","1568","83","0",Messina,ME
Leni,"083037","689","83","0",Messina,ME
Letojanni,"083038","2846","83","0",Messina,ME
Librizzi,"083039","1619","83","0",Messina,ME
Limina,"083040","746","83","0",Messina,ME
Condofuri,"080029","4910","80","0",Reggio di Calabria,RC
Cosoleto,"080030","832","80","0",Reggio di Calabria,RC
Delianuova,"080031","3232","80","0",Reggio di Calabria,RC
Feroleto della Chiesa,"080032","1596","80","0",Reggio di Calabria,RC
Ferruzzano,"080033","766","80","0",Reggio di Calabria,RC
Fiumara,"080034","890","80","0",Reggio di Calabria,RC
Galatro,"080035","1572","80","0",Reggio di Calabria,RC
Gerace,"080036","2501","80","0",Reggio di Calabria,RC
Giffone,"080037","1720","80","0",Reggio di Calabria,RC
Bompietro,"082012","1295","82","0",Palermo,PA
Caltavuturo,"082015","3768","82","0",Palermo,PA
Campofelice di Fitalia,"082016","473","82","0",Palermo,PA
Campofiorito,"082018","1209","82","0",Palermo,PA
Nissoria,"086013","2958","86","0",Enna,EN
Longi,"083042","1374","83","0",Messina,ME
Malfa,"083043","987","83","0",Messina,ME
Malvagna,"083044","663","83","0",Messina,ME
Mandanici,"083045","557","83","0",Messina,ME
Mazzarrà Sant'Andrea,"083046","1473","83","0",Messina,ME
Merì,"083047","2359","83","0",Messina,ME
Militello Rosmarino,"083050","1245","83","0",Messina,ME
Grotteria,"080040","3030","80","0",Reggio di Calabria,RC
Laganadi,"080041","395","80","0",Reggio di Calabria,RC
Laureana di Borrello,"080042","4907","80","0",Reggio di Calabria,RC
Mammola,"080044","2648","80","0",Reggio di Calabria,RC
Camporeale,"082019","3135","82","0",Palermo,PA
Castellana Sicula,"082024","3200","82","0",Palermo,PA
Simala,"095058","307","95","0",Oristano,OR
Simaxis,"095059","2186","95","0",Oristano,OR
Sini,"095060","488","95","0",Oristano,OR
Siris,"095061","224","95","0",Oristano,OR
Solarussa,"095062","2345","95","0",Oristano,OR
Sorradile,"095063","355","95","0",Oristano,OR
Tadasuni,"095064","148","95","0",Oristano,OR
Tramatza,"095066","950","95","0",Oristano,OR
Tresnuraghes,"095067","1097","95","0",Oristano,OR
Borore,"091011","2038","91","0",Nuoro,NU
Bortigali,"091012","1286","91","0",Nuoro,NU
Desulo,"091016","2219","91","0",Nuoro,NU
Dualchi,"091018","598","91","0",Nuoro,NU
Elini,"091019","551","91","0",Nuoro,NU
Morsano al Tagliamento,"093028","2705","93","0",Pordenone,PN
Pinzano al Tagliamento,"093030","1530","93","0",Pordenone,PN
Polcenigo,"093031","3157","93","0",Pordenone,PN
Pravisdomini,"093035","3463","93","0",Pordenone,PN
Fombio,"098026","2324","98","0",Lodi,LO
Galgagnano,"098027","1288","98","0",Lodi,LO
Graffignana,"098028","2599","98","0",Lodi,LO
Guardamiglio,"098029","2660","98","0",Lodi,LO
Livraga,"098030","2511","98","0",Lodi,LO
Maccastorna,"098033","67","98","0",Lodi,LO
Mairago,"098034","1383","98","0",Lodi,LO
Maleo,"098035","3083","98","0",Lodi,LO
Marudo,"098036","1779","98","0",Lodi,LO
Massalengo,"098037","4435","98","0",Lodi,LO
Meleti,"098038","460","98","0",Lodi,LO
Merlino,"098039","1705","98","0",Lodi,LO
Montanaso Lombardo,"098040","2255","98","0",Lodi,LO
Ulà Tirso,"095068","492","95","0",Oristano,OR
Uras,"095069","2802","95","0",Oristano,OR
Usellus,"095070","736","95","0",Oristano,OR
Villanova Truschedu,"095071","297","95","0",Oristano,OR
Villaurbana,"095072","1567","95","0",Oristano,OR
Villa Verde,"095073","296","95","0",Oristano,OR
Zeddiani,"095074","1153","95","0",Oristano,OR
Zerfaliu,"095075","1027","95","0",Oristano,OR
Siapiccia,"095076","345","95","0",Oristano,OR
Curcuris,"095077","301","95","0",Oristano,OR
Soddì,"095078","119","95","0",Oristano,OR
Fonni,"091024","3834","91","0",Nuoro,NU
Gadoni,"091025","748","91","0",Nuoro,NU
Gairo,"091026","1370","91","0",Nuoro,NU
Galtellì,"091027","2442","91","0",Nuoro,NU
Gavoi,"091028","2586","91","0",Nuoro,NU
Girasole,"091031","1321","91","0",Nuoro,NU
Ilbono,"091032","2091","91","0",Nuoro,NU
Irgoli,"091033","2278","91","0",Nuoro,NU
San Giorgio della Richinvelda,"093038","4582","93","0",Pordenone,PN
San Martino al Tagliamento,"093039","1428","93","0",Pordenone,PN
San Quirino,"093040","4229","93","0",Pordenone,PN
Sequals,"093042","2233","93","0",Pordenone,PN
Orio Litta,"098042","2025","98","0",Lodi,LO
Ospedaletto Lodigiano,"098043","1986","98","0",Lodi,LO
Ossago Lodigiano,"098044","1421","98","0",Lodi,LO
Pieve Fissiraga,"098045","1732","98","0",Lodi,LO
Salerano sul Lambro,"098046","2638","98","0",Lodi,LO
San Fiorano,"098047","1848","98","0",Lodi,LO
San Martino in Strada,"098048","3752","98","0",Lodi,LO
San Rocco al Porto,"098049","3376","98","0",Lodi,LO
Santo Stefano Lodigiano,"098051","1889","98","0",Lodi,LO
Secugnago,"098052","1952","98","0",Lodi,LO
Senna Lodigiana,"098053","1835","98","0",Lodi,LO
Somaglia,"098054","3879","98","0",Lodi,LO
Flussio,"095080","436","95","0",Oristano,OR
Laconi,"095082","1759","95","0",Oristano,OR
Magomadas,"095083","629","95","0",Oristano,OR
Modolo,"095084","157","95","0",Oristano,OR
Montresta,"095085","456","95","0",Oristano,OR
Sagama,"095086","195","95","0",Oristano,OR
Suni,"095087","1032","95","0",Oristano,OR
Tinnura,"095088","241","95","0",Oristano,OR
Ailoche,"096001","328","96","0",Biella,BI
Jerzu,"091035","3147","91","0",Nuoro,NU
Lei,"091038","490","91","0",Nuoro,NU
Loceri,"091039","1300","91","0",Nuoro,NU
Loculi,"091040","501","91","0",Nuoro,NU
Lodè,"091041","1614","91","0",Nuoro,NU
Lotzorai,"091042","2124","91","0",Nuoro,NU
Tramonti di Sopra,"093045","287","93","0",Pordenone,PN
Tramonti di Sotto,"093046","344","93","0",Pordenone,PN
Travesio,"093047","1809","93","0",Pordenone,PN
Vito d'Asio,"093049","700","93","0",Pordenone,PN
Vivaro,"093050","1309","93","0",Pordenone,PN
Vajont,"093052","1688","93","0",Pordenone,PN
Valvasone Arzene,"093053","3909","93","0",Pordenone,PN
Acquaviva d'Isernia,"094001","400","94","0",Isernia,IS
Sordio,"098055","3460","98","0",Lodi,LO
Terranova dei Passerini,"098057","915","98","0",Lodi,LO
Turano Lodigiano,"098058","1551","98","0",Lodi,LO
Valera Fratta,"098059","1716","98","0",Lodi,LO
Villanova del Sillaro,"098060","1847","98","0",Lodi,LO
Castelgerundo,"098062","1488","98","0",Lodi,LO
Gemmano,"099004","1130","99","0",Rimini,RN
Portopalo di Capo Passero,"089020","3867","89","0",Siracusa,SR
Aggius,"090001","1438","90","0",Sassari,SS
Alà dei Sardi,"090002","1832","90","0",Sassari,SS
San Calogero,"102032","4094","102","0",Vibo Valentia,VV
San Costantino Calabro,"102033","2137","102","0",Vibo Valentia,VV
San Gregorio d'Ippona,"102034","2631","102","0",Vibo Valentia,VV
San Nicola da Crissa,"102035","1267","102","0",Vibo Valentia,VV
Sant'Onofrio,"102036","2973","102","0",Vibo Valentia,VV
Simbario,"102038","930","102","0",Vibo Valentia,VV
Sorianello,"102039","1139","102","0",Vibo Valentia,VV
Soriano Calabro,"102040","2346","102","0",Vibo Valentia,VV
Spadola,"102041","819","102","0",Vibo Valentia,VV
Anela,"090004","611","90","0",Sassari,SS
Ardara,"090005","760","90","0",Sassari,SS
Banari,"090007","536","90","0",Sassari,SS
Benetutti,"090008","1784","90","0",Sassari,SS
Berchidda,"090009","2694","90","0",Sassari,SS
Spilinga,"102042","1456","102","0",Vibo Valentia,VV
Stefanaconi,"102043","2399","102","0",Vibo Valentia,VV
Vallelonga,"102045","740","102","0",Vibo Valentia,VV
Vazzano,"102046","1000","102","0",Vibo Valentia,VV
Zaccanopoli,"102048","699","102","0",Vibo Valentia,VV
Zambrone,"102049","1774","102","0",Vibo Valentia,VV
Zungri,"102050","1946","102","0",Vibo Valentia,VV
Antrona Schieranco,"103001","404","103","0",Verbano-Cusio-Ossola,VB
Bessude,"090010","397","90","0",Sassari,SS
Bonnanaro,"090011","952","90","0",Sassari,SS
Bono,"090012","3488","90","0",Sassari,SS
Bonorva,"090013","3310","90","0",Sassari,SS
Bortigiadas,"090014","743","90","0",Sassari,SS
Borutta,"090015","267","90","0",Sassari,SS
Bottidda,"090016","669","90","0",Sassari,SS
Anzola d'Ossola,"103002","406","103","0",Verbano-Cusio-Ossola,VB
Arizzano,"103003","1981","103","0",Verbano-Cusio-Ossola,VB
Arola,"103004","236","103","0",Verbano-Cusio-Ossola,VB
Aurano,"103005","100","103","0",Verbano-Cusio-Ossola,VB
Baceno,"103006","886","103","0",Verbano-Cusio-Ossola,VB
Bannio Anzino,"103007","472","103","0",Verbano-Cusio-Ossola,VB
Baveno,"103008","4961","103","0",Verbano-Cusio-Ossola,VB
Bee,"103009","774","103","0",Verbano-Cusio-Ossola,VB
Belgirate,"103010","507","103","0",Verbano-Cusio-Ossola,VB
Beura-Cardezza,"103011","1450","103","0",Verbano-Cusio-Ossola,VB
Bognanco,"103012","185","103","0",Verbano-Cusio-Ossola,VB
Armungia,"111002","440","111","0",Sud Sardegna,SU
Ballao,"111003","743","111","0",Sud Sardegna,SU
Barrali,"111004","1109","111","0",Sud Sardegna,SU
Barumini,"111005","1225","111","0",Sud Sardegna,SU
Buggerru,"111006","1048","111","0",Sud Sardegna,SU
Burcei,"111007","2740","111","0",Sud Sardegna,SU
Buddusò,"090017","3762","90","0",Sassari,SS
Bultei,"090018","864","90","0",Sassari,SS
Bulzi,"090019","487","90","0",Sassari,SS
Burgos,"090020","878","90","0",Sassari,SS
Calangianus,"090021","3978","90","0",Sassari,SS
Cargeghe,"090022","617","90","0",Sassari,SS
Cheremule,"090024","417","90","0",Sassari,SS
Brovello-Carpugnino,"103013","740","103","0",Verbano-Cusio-Ossola,VB
Calasca-Castiglione,"103014","593","103","0",Verbano-Cusio-Ossola,VB
Cambiasca,"103015","1594","103","0",Verbano-Cusio-Ossola,VB
Cannero Riviera,"103016","894","103","0",Verbano-Cusio-Ossola,VB
Caprezzo,"103018","172","103","0",Verbano-Cusio-Ossola,VB
Casale Corte Cerro,"103019","3444","103","0",Verbano-Cusio-Ossola,VB
Ceppo Morelli,"103021","296","103","0",Verbano-Cusio-Ossola,VB
Cesara,"103022","583","103","0",Verbano-Cusio-Ossola,VB
