COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS,den_uts,sigla
Castelbelforte,"020013","3259","20","0",Mantova,MN
Castel d'Ario,"020014","4541","20","0",Mantova,MN
Cavriana,"020018","3809","20","0",Mantova,MN
Ceresara,"020019","2561","20","0",Mantova,MN
Commessaggio,"020020","1113","20","0",Mantova,MN
Dosolo,"020022","3373","20","0",Mantova,MN
Gazoldo degli Ippoliti,"020024","3019","20","0",Mantova,MN
Gazzuolo,"020025","2190","20","0",Mantova,MN
Magnacavallo,"020029","1475","20","0",Mantova,MN
Mariana Mantovana,"020032","808","20","0",Mantova,MN
Medole,"020034","4128","20","0",Mantova,MN
Monzambano,"020036","4977","20","0",Mantova,MN
Motteggiana,"020037","2522","20","0",Mantova,MN
Envie,"004085","1967","4","0",Cuneo,CN
Farigliano,"004086","1734","4","0",Cuneo,CN
Faule,"004087","475","4","0",Cuneo,CN
Feisoglio,"004088","298","4","0",Cuneo,CN
Frabosa Soprana,"004090","745","4","0",Cuneo,CN
Frabosa Sottana,"004091","1564","4","0",Cuneo,CN
Frassino,"004092","269","4","0",Cuneo,CN
Gaiola,"004093","576","4","0",Cuneo,CN
Gambasca,"004094","341","4","0",Cuneo,CN
Garessio,"004095","2987","4","0",Cuneo,CN
Genola,"004096","2609","4","0",Cuneo,CN
Gorzegno,"004097","264","4","0",Cuneo,CN
Gottasecca,"004098","129","4","0",Cuneo,CN
Govone,"004099","2294","4","0",Cuneo,CN
Grinzane Cavour,"004100","2017","4","0",Cuneo,CN
Guarene,"004101","3589","4","0",Cuneo,CN
Igliano,"004102","66","4","0",Cuneo,CN
Isasca,"004103","78","4","0",Cuneo,CN
Lagnasco,"004104","1428","4","0",Cuneo,CN
La Morra,"004105","2738","4","0",Cuneo,CN
Lequio Berria,"004106","451","4","0",Cuneo,CN
Lequio Tanaro,"004107","762","4","0",Cuneo,CN
Fornace,"022089","1319","22","0",Trento,TN
Frassilongo,"022090","338","22","0",Trento,TN
Garniga Terme,"022091","400","22","0",Trento,TN
Giovo,"022092","2519","22","0",Trento,TN
Giustino,"022093","742","22","0",Trento,TN
Sarmede,"026078","3038","26","0",Treviso,TV
Segusino,"026079","1865","26","0",Treviso,TV
Tarzo,"026084","4270","26","0",Treviso,TV
Vidor,"026090","3671","26","0",Treviso,TV
Zenson di Piave,"026094","1797","26","0",Treviso,TV
Annone Veneto,"027001","3825","27","0",Venezia,VE
Cinto Caomaggiore,"027009","3198","27","0",Venezia,VE
Cona,"027010","2921","27","0",Venezia,VE
Piubega,"020041","1725","20","0",Mantova,MN
Pomponesco,"020043","1700","20","0",Mantova,MN
Ponti sul Mincio,"020044","2327","20","0",Mantova,MN
Quingentole,"020046","1124","20","0",Mantova,MN
Redondesco,"020048","1240","20","0",Mantova,MN
Campitello di Fassa,"022036","707","22","0",Trento,TN
Campodenno,"022037","1519","22","0",Trento,TN
Canal San Bovo,"022038","1477","22","0",Trento,TN
Canazei,"022039","1881","22","0",Trento,TN
Capriana,"022040","584","22","0",Trento,TN
Carisolo,"022042","959","22","0",Trento,TN
Carzano,"022043","526","22","0",Trento,TN
Castel Condino,"022045","221","22","0",Trento,TN
Castello-Molina di Fiemme,"022047","2319","22","0",Trento,TN
Castello Tesino,"022048","1182","22","0",Trento,TN
Castelnuovo,"022049","1057","22","0",Trento,TN
Cavalese,"022050","4112","22","0",Trento,TN
Cavareno,"022051","1107","22","0",Trento,TN
Cavedago,"022052","542","22","0",Trento,TN
Cavedine,"022053","3016","22","0",Trento,TN
Cavizzana,"022054","234","22","0",Trento,TN
Cimone,"022058","694","22","0",Trento,TN
Cinte Tesino,"022059","352","22","0",Trento,TN
Cis,"022060","305","22","0",Trento,TN
Civezzano,"022061","4090","22","0",Trento,TN
Commezzadura,"022064","996","22","0",Trento,TN
Croviana,"022068","679","22","0",Trento,TN
Dambel,"022071","425","22","0",Trento,TN
Denno,"022074","1240","22","0",Trento,TN
Drena,"022078","585","22","0",Trento,TN
Fai della Paganella,"022081","912","22","0",Trento,TN
Fiavè,"022083","1075","22","0",Trento,TN
Fierozzo,"022085","487","22","0",Trento,TN
Folgaria,"022087","3161","22","0",Trento,TN
Niella Tanaro,"004151","1000","4","0",Cuneo,CN
Novello,"004152","972","4","0",Cuneo,CN
Nucetto,"004153","397","4","0",Cuneo,CN
Oncino,"004154","82","4","0",Cuneo,CN
Ormea,"004155","1557","4","0",Cuneo,CN
Ostana,"004156","89","4","0",Cuneo,CN
Paesana,"004157","2682","4","0",Cuneo,CN
Pagno,"004158","568","4","0",Cuneo,CN
Pamparato,"004159","283","4","0",Cuneo,CN
Paroldo,"004160","204","4","0",Cuneo,CN
Perletto,"004161","268","4","0",Cuneo,CN
Perlo,"004162","112","4","0",Cuneo,CN
Pezzolo Valle Uzzone,"004164","329","4","0",Cuneo,CN
Pianfei,"004165","2101","4","0",Cuneo,CN
Piasco,"004166","2750","4","0",Cuneo,CN
Pietraporzio,"004167","76","4","0",Cuneo,CN
Piobesi d'Alba,"004168","1395","4","0",Cuneo,CN
Piozzo,"004169","982","4","0",Cuneo,CN
Pocapaglia,"004170","3333","4","0",Cuneo,CN
Polonghera,"004171","1108","4","0",Cuneo,CN
Pontechianale,"004172","166","4","0",Cuneo,CN
Pradleves,"004173","235","4","0",Cuneo,CN
Prazzo,"004174","172","4","0",Cuneo,CN
Priero,"004175","490","4","0",Cuneo,CN
Priocca,"004176","2019","4","0",Cuneo,CN
Priola,"004177","681","4","0",Cuneo,CN
Prunetto,"004178","424","4","0",Cuneo,CN
Revello,"004180","4253","4","0",Cuneo,CN
Rifreddo,"004181","1056","4","0",Cuneo,CN
Rittana,"004182","109","4","0",Cuneo,CN
Roaschia,"004183","98","4","0",Cuneo,CN
Roascio,"004184","94","4","0",Cuneo,CN
Robilante,"004185","2223","4","0",Cuneo,CN
Roburent,"004186","474","4","0",Cuneo,CN
Roccabruna,"004187","1535","4","0",Cuneo,CN
Rocca Cigliè,"004188","130","4","0",Cuneo,CN
Rocca de' Baldi,"004189","1608","4","0",Cuneo,CN
Roccaforte Mondovì,"004190","2121","4","0",Cuneo,CN
Roccasparvera,"004191","743","4","0",Cuneo,CN
Roccavione,"004192","2668","4","0",Cuneo,CN
Rocchetta Belbo,"004193","156","4","0",Cuneo,CN
Roddi,"004194","1607","4","0",Cuneo,CN
Roddino,"004195","420","4","0",Cuneo,CN
Rodello,"004196","958","4","0",Cuneo,CN
Rossana,"004197","831","4","0",Cuneo,CN
Ruffia,"004198","354","4","0",Cuneo,CN
Sale delle Langhe,"004199","475","4","0",Cuneo,CN
Sale San Giovanni,"004200","162","4","0",Cuneo,CN
Saliceto,"004201","1245","4","0",Cuneo,CN
Salmour,"004202","718","4","0",Cuneo,CN
Sambuco,"004204","85","4","0",Cuneo,CN
Sampeyre,"004205","998","4","0",Cuneo,CN
San Benedetto Belbo,"004206","163","4","0",Cuneo,CN
Monesiglio,"004131","610","4","0",Cuneo,CN
Monforte d'Alba,"004132","1979","4","0",Cuneo,CN
Montà,"004133","4687","4","0",Cuneo,CN
Montaldo di Mondovì,"004134","544","4","0",Cuneo,CN
Montaldo Roero,"004135","851","4","0",Cuneo,CN
Montanera,"004136","741","4","0",Cuneo,CN
Montelupo Albese,"004137","478","4","0",Cuneo,CN
Montemale di Cuneo,"004138","226","4","0",Cuneo,CN
Monterosso Grana,"004139","521","4","0",Cuneo,CN
Monteu Roero,"004140","1594","4","0",Cuneo,CN
Montezemolo,"004141","229","4","0",Cuneo,CN
Monticello d'Alba,"004142","2365","4","0",Cuneo,CN
Moretta,"004143","4069","4","0",Cuneo,CN
Morozzo,"004144","2021","4","0",Cuneo,CN
Murazzano,"004145","851","4","0",Cuneo,CN
Murello,"004146","933","4","0",Cuneo,CN
Narzole,"004147","3549","4","0",Cuneo,CN
Neive,"004148","3363","4","0",Cuneo,CN
Neviglie,"004149","363","4","0",Cuneo,CN
Niella Belbo,"004150","363","4","0",Cuneo,CN
Azzano d'Asti,"005006","381","5","0",Asti,AT
Baldichieri d'Asti,"005007","1157","5","0",Asti,AT
Belveglio,"005008","328","5","0",Asti,AT
Berzano di San Pietro,"005009","409","5","0",Asti,AT
Bruno,"005010","309","5","0",Asti,AT
Bubbio,"005011","805","5","0",Asti,AT
Buttigliera d'Asti,"005012","2527","5","0",Asti,AT
Calamandrana,"005013","1702","5","0",Asti,AT
Calliano,"005014","1287","5","0",Asti,AT
Calosso,"005015","1212","5","0",Asti,AT
Camerano Casasco,"005016","414","5","0",Asti,AT
Cantarana,"005018","999","5","0",Asti,AT
Capriglio,"005019","316","5","0",Asti,AT
Casorzo,"005020","601","5","0",Asti,AT
Cassinasco,"005021","599","5","0",Asti,AT
Castagnole delle Lanze,"005022","3704","5","0",Asti,AT
Castagnole Monferrato,"005023","1171","5","0",Asti,AT
Castel Boglione,"005024","594","5","0",Asti,AT
Castell'Alfero,"005025","2678","5","0",Asti,AT
Castellero,"005026","305","5","0",Asti,AT
Castelletto Molina,"005027","140","5","0",Asti,AT
Castello di Annone,"005028","1871","5","0",Asti,AT
Castelnuovo Belbo,"005029","826","5","0",Asti,AT
Castelnuovo Calcea,"005030","726","5","0",Asti,AT
Castelnuovo Don Bosco,"005031","3126","5","0",Asti,AT
Castel Rocchero,"005032","400","5","0",Asti,AT
Vertemate con Minoprio,"013242","4176","13","0",Como,CO
Zelbio,"013246","197","13","0",Como,CO
San Siro,"013248","1752","13","0",Como,CO
Torre de' Busi,"016215","2163","16","0",Bergamo,BG
Torre de' Roveri,"016216","2458","16","0",Bergamo,BG
Torre Pallavicina,"016217","1114","16","0",Bergamo,BG
Ubiale Clanezzo,"016221","1380","16","0",Bergamo,BG
Valbondione,"016223","1015","16","0",Bergamo,BG
Valbrembo,"016224","4372","16","0",Bergamo,BG
Valgoglio,"016225","595","16","0",Bergamo,BG
Valleve,"016226","132","16","0",Bergamo,BG
Valnegra,"016227","213","16","0",Bergamo,BG
Tribiano,"015222","3641","15","0",Milano,MI
Vernate,"015236","3315","15","0",Milano,MI
Vizzolo Predabissi,"015244","4007","15","0",Milano,MI
Rocchetta di Vara,"011025","685","11","0",La Spezia,SP
Sesta Godano,"011028","1329","11","0",La Spezia,SP
Varese Ligure,"011029","1882","11","0",La Spezia,SP
Vernazza,"011030","779","11","0",La Spezia,SP
Zignago,"011032","497","11","0",La Spezia,SP
Agra,"012001","408","12","0",Varese,VA
Gravedona ed Uniti,"013249","4153","13","0",Como,CO
Bellagio,"013250","3694","13","0",Como,CO
Alta Valle Intelvi,"013253","2949","13","0",Como,CO
Centro Valle Intelvi,"013254","3598","13","0",Como,CO
Solbiate con Cagno,"013255","4721","13","0",Como,CO
Albaredo per San Marco,"014001","286","14","0",Sondrio,SO
Albosaggia,"014002","2997","14","0",Sondrio,SO
Andalo Valtellino,"014003","587","14","0",Sondrio,SO
Aprica,"014004","1546","14","0",Sondrio,SO
Valtorta,"016229","261","16","0",Bergamo,BG
Vedeseta,"016230","189","16","0",Bergamo,BG
Vertova,"016234","4553","16","0",Bergamo,BG
Viadanica,"016235","1131","16","0",Bergamo,BG
Vigano San Martino,"016236","1349","16","0",Bergamo,BG
Vigolo,"016237","579","16","0",Bergamo,BG
Villa d'Adda,"016238","4645","16","0",Bergamo,BG
Villa d'Ogna,"016241","1832","16","0",Bergamo,BG
Vilminore di Scalve,"016243","1447","16","0",Bergamo,BG
Zandobbio,"016244","2738","16","0",Bergamo,BG
Adrara San Martino,"016001","2191","16","0",Bergamo,BG
Adrara San Rocco,"016002","812","16","0",Bergamo,BG
Ambivere,"016009","2392","16","0",Bergamo,BG
Antegnate,"016010","3224","16","0",Bergamo,BG
Arcene,"016011","4858","16","0",Bergamo,BG
Ardesio,"016012","3428","16","0",Bergamo,BG
Arzago d'Adda,"016013","2737","16","0",Bergamo,BG
Arsago Seprio,"012005","4835","12","0",Varese,VA
Azzate,"012006","4691","12","0",Varese,VA
Azzio,"012007","763","12","0",Varese,VA
Barasso,"012008","1683","12","0",Varese,VA
Bardello,"012009","1616","12","0",Varese,VA
Bedero Valcuvia,"012010","659","12","0",Varese,VA
Besano,"012011","2549","12","0",Varese,VA
Biandronno,"012014","3287","12","0",Varese,VA
Bisuschio,"012015","4389","12","0",Varese,VA
Bodio Lomnago,"012016","2215","12","0",Varese,VA
Brebbia,"012017","3208","12","0",Varese,VA
Bregano,"012018","862","12","0",Varese,VA
Brenta,"012019","1723","12","0",Varese,VA
Brezzo di Bedero,"012020","1236","12","0",Varese,VA
Brinzio,"012021","799","12","0",Varese,VA
Cazzago Brabbia,"012049","817","12","0",Varese,VA
Cittiglio,"012051","3832","12","0",Varese,VA
Clivio,"012052","1943","12","0",Varese,VA
Cocquio-Trevisago,"012053","4699","12","0",Varese,VA
Comabbio,"012054","1209","12","0",Varese,VA
Comerio,"012055","2931","12","0",Varese,VA
Cremenaga,"012056","785","12","0",Varese,VA
Crosio della Valle,"012057","609","12","0",Varese,VA
Cuasso al Monte,"012058","3611","12","0",Varese,VA
Cugliate-Fabiasco,"012059","3099","12","0",Varese,VA
Cunardo,"012060","2991","12","0",Varese,VA
Curiglia con Monteviasco,"012061","165","12","0",Varese,VA
Cuveglio,"012062","3341","12","0",Varese,VA
Cuvio,"012063","1673","12","0",Varese,VA
Daverio,"012064","3035","12","0",Varese,VA
Dumenza,"012065","1490","12","0",Varese,VA
Duno,"012066","124","12","0",Varese,VA
Gerola Alta,"014031","157","14","0",Sondrio,SO
Gordona,"014032","1957","14","0",Sondrio,SO
Grosio,"014033","4471","14","0",Sondrio,SO
Grosotto,"014034","1670","14","0",Sondrio,SO
Madesimo,"014035","533","14","0",Sondrio,SO
Lanzada,"014036","1300","14","0",Sondrio,SO
Bienno,"017018","3771","17","0",Brescia,BS
Bione,"017019","1336","17","0",Brescia,BS
Borno,"017022","2667","17","0",Brescia,BS
Bovegno,"017024","2094","17","0",Brescia,BS
Brandico,"017026","1710","17","0",Brescia,BS
Braone,"017027","690","17","0",Brescia,BS
Caprino Bergamasco,"016052","3086","16","0",Bergamo,BG
Carobbio degli Angeli,"016055","4823","16","0",Bergamo,BG
Carona,"016056","300","16","0",Bergamo,BG
Carvico,"016057","4713","16","0",Bergamo,BG
Casazza,"016058","3970","16","0",Bergamo,BG
Casirate d'Adda,"016059","4121","16","0",Bergamo,BG
Casnigo,"016060","3186","16","0",Bergamo,BG
Cassiglio,"016061","113","16","0",Bergamo,BG
Castel Rozzone,"016063","2847","16","0",Bergamo,BG
Castione della Presolana,"016064","3391","16","0",Bergamo,BG
Castro,"016065","1292","16","0",Bergamo,BG
Cavernago,"016066","2635","16","0",Bergamo,BG
Ferrera di Varese,"012069","699","12","0",Varese,VA
Galliate Lombardo,"012071","996","12","0",Varese,VA
Gazzada Schianno,"012073","4626","12","0",Varese,VA
Gemonio,"012074","2882","12","0",Varese,VA
Germignaga,"012076","3897","12","0",Varese,VA
Golasecca,"012077","2635","12","0",Varese,VA
Gorla Maggiore,"012078","4947","12","0",Varese,VA
Gornate Olona,"012080","2171","12","0",Varese,VA
Grantola,"012081","1255","12","0",Varese,VA
Inarzo,"012082","1066","12","0",Varese,VA
Leggiuno,"012088","3738","12","0",Varese,VA
Lovero,"014038","630","14","0",Sondrio,SO
Mantello,"014039","742","14","0",Sondrio,SO
Mazzo di Valtellina,"014040","995","14","0",Sondrio,SO
Mello,"014041","940","14","0",Sondrio,SO
Mese,"014043","1821","14","0",Sondrio,SO
Montagna in Valtellina,"014044","2966","14","0",Sondrio,SO
Novate Mezzola,"014046","1904","14","0",Sondrio,SO
Pedesina,"014047","37","14","0",Sondrio,SO
Piantedo,"014048","1407","14","0",Sondrio,SO
Breno,"017028","4814","17","0",Brescia,BS
Brione,"017030","735","17","0",Brescia,BS
Caino,"017031","2134","17","0",Brescia,BS
Calvagese della Riviera,"017033","3583","17","0",Brescia,BS
Capo di Ponte,"017035","2441","17","0",Brescia,BS
Capovalle,"017036","349","17","0",Brescia,BS
Capriano del Colle,"017037","4616","17","0",Brescia,BS
Cazzano Sant'Andrea,"016067","1645","16","0",Bergamo,BG
Cenate Sopra,"016068","2552","16","0",Bergamo,BG
Cenate Sotto,"016069","3904","16","0",Bergamo,BG
Cene,"016070","4166","16","0",Bergamo,BG
Cerete,"016071","1588","16","0",Bergamo,BG
Chignolo d'Isola,"016072","3448","16","0",Bergamo,BG
Colere,"016078","1122","16","0",Bergamo,BG
Colzate,"016080","1648","16","0",Bergamo,BG
Comun Nuovo,"016081","4436","16","0",Bergamo,BG
Lozza,"012091","1258","12","0",Varese,VA
Luvinate,"012093","1340","12","0",Varese,VA
Malgesso,"012095","1270","12","0",Varese,VA
Marchirolo,"012097","3597","12","0",Varese,VA
Marzio,"012099","316","12","0",Varese,VA
Masciago Primo,"012100","303","12","0",Varese,VA
Mercallo,"012101","1836","12","0",Varese,VA
Mesenzana,"012102","1613","12","0",Varese,VA
Montegrino Valtravaglia,"012103","1499","12","0",Varese,VA
Monvalle,"012104","1933","12","0",Varese,VA
Morazzone,"012105","4275","12","0",Varese,VA
Mornago,"012106","4968","12","0",Varese,VA
Oggiona con Santo Stefano,"012107","4319","12","0",Varese,VA
Orino,"012110","821","12","0",Varese,VA
Porto Ceresio,"012113","2941","12","0",Varese,VA
Piateda,"014049","2144","14","0",Sondrio,SO
Piuro,"014050","1919","14","0",Sondrio,SO
Poggiridenti,"014051","1852","14","0",Sondrio,SO
Ponte in Valtellina,"014052","2252","14","0",Sondrio,SO
Postalesio,"014053","661","14","0",Sondrio,SO
Prata Camportaccio,"014054","2957","14","0",Sondrio,SO
Rasura,"014055","289","14","0",Sondrio,SO
Rogolo,"014056","545","14","0",Sondrio,SO
Samolaco,"014057","2904","14","0",Sondrio,SO
San Giacomo Filippo,"014058","354","14","0",Sondrio,SO
Sernio,"014059","488","14","0",Sondrio,SO
Casto,"017044","1660","17","0",Brescia,BS
Cedegolo,"017047","1141","17","0",Brescia,BS
Cellatica,"017048","4879","17","0",Brescia,BS
Cerveno,"017049","654","17","0",Brescia,BS
Ceto,"017050","1814","17","0",Brescia,BS
Corna Imagna,"016082","933","16","0",Bergamo,BG
Cortenuova,"016083","1941","16","0",Bergamo,BG
Costa di Mezzate,"016084","3381","16","0",Bergamo,BG
Costa Valle Imagna,"016085","557","16","0",Bergamo,BG
Covo,"016087","4168","16","0",Bergamo,BG
Credaro,"016088","3610","16","0",Bergamo,BG
Cusio,"016090","227","16","0",Bergamo,BG
Dossena,"016092","894","16","0",Bergamo,BG
Endine Gaiano,"016093","3429","16","0",Bergamo,BG
Entratico,"016094","2010","16","0",Bergamo,BG
Fara Olivana con Sola,"016097","1294","16","0",Bergamo,BG
Filago,"016098","3121","16","0",Bergamo,BG
Fino del Monte,"016099","1137","16","0",Bergamo,BG
Porto Valtravaglia,"012114","2330","12","0",Varese,VA
Rancio Valcuvia,"012115","930","12","0",Varese,VA
Ranco,"012116","1310","12","0",Varese,VA
Saltrio,"012117","3083","12","0",Varese,VA
Solbiate Arno,"012121","4081","12","0",Varese,VA
Taino,"012125","3676","12","0",Varese,VA
Ternate,"012126","2592","12","0",Varese,VA
Travedona-Monate,"012128","4079","12","0",Varese,VA
Tronzano Lago Maggiore,"012129","227","12","0",Varese,VA
Sondalo,"014060","4043","14","0",Sondrio,SO
Spriana,"014062","81","14","0",Sondrio,SO
Talamona,"014063","4684","14","0",Sondrio,SO
Tartano,"014064","195","14","0",Sondrio,SO
Teglio,"014065","4524","14","0",Sondrio,SO
Torre di Santa Maria,"014067","751","14","0",Sondrio,SO
Tovo di Sant'Agata,"014068","647","14","0",Sondrio,SO
Traona,"014069","2853","14","0",Sondrio,SO
Tresivio,"014070","2016","14","0",Sondrio,SO
Cevo,"017051","843","17","0",Brescia,BS
Cigole,"017053","1524","17","0",Brescia,BS
Cimbergo,"017054","536","17","0",Brescia,BS
Cividate Camuno,"017055","2738","17","0",Brescia,BS
Collebeato,"017057","4598","17","0",Brescia,BS
Collio,"017058","2037","17","0",Brescia,BS
Comezzano-Cizzago,"017060","4012","17","0",Brescia,BS
Fiorano al Serio,"016100","2996","16","0",Bergamo,BG
Fontanella,"016101","4726","16","0",Bergamo,BG
Fonteno,"016102","565","16","0",Bergamo,BG
Foppolo,"016103","187","16","0",Bergamo,BG
Foresto Sparso,"016104","3085","16","0",Bergamo,BG
Fornovo San Giovanni,"016105","3428","16","0",Bergamo,BG
Fuipiano Valle Imagna,"016106","207","16","0",Bergamo,BG
Gandellino,"016107","998","16","0",Bergamo,BG
Gandosso,"016109","1491","16","0",Bergamo,BG
Gaverina Terme,"016110","856","16","0",Bergamo,BG
Gorno,"016116","1519","16","0",Bergamo,BG
Valganna,"012131","1591","12","0",Varese,VA
Varano Borghi,"012132","2453","12","0",Varese,VA
Vizzola Ticino,"012140","572","12","0",Varese,VA
Sangiano,"012141","1490","12","0",Varese,VA
Maccagno con Pino e Veddasca,"012142","2580","12","0",Varese,VA
Cadrezzate con Osmate,"012143","2672","12","0",Varese,VA
Albese con Cassano,"013004","4222","13","0",Como,CO
Albiolo,"013005","2730","13","0",Como,CO
Alserio,"013006","1294","13","0",Como,CO
Valdidentro,"014071","4179","14","0",Sondrio,SO
Valdisotto,"014072","3614","14","0",Sondrio,SO
Valfurva,"014073","2551","14","0",Sondrio,SO
Val Masino,"014074","868","14","0",Sondrio,SO
Verceia,"014075","1076","14","0",Sondrio,SO
Vervio,"014076","214","14","0",Sondrio,SO
Villa di Chiavenna,"014077","956","14","0",Sondrio,SO
Corteno Golgi,"017063","1927","17","0",Brescia,BS
Corzano,"017064","1420","17","0",Brescia,BS
Edolo,"017068","4474","17","0",Brescia,BS
Gromo,"016118","1195","16","0",Bergamo,BG
Grone,"016119","886","16","0",Bergamo,BG
Isola di Fondra,"016121","173","16","0",Bergamo,BG
Isso,"016122","648","16","0",Bergamo,BG
Lallio,"016123","4162","16","0",Bergamo,BG
Leffe,"016124","4411","16","0",Bergamo,BG
Lenna,"016125","574","16","0",Bergamo,BG
Levate,"016126","3748","16","0",Bergamo,BG
Locatello,"016127","831","16","0",Bergamo,BG
Lurano,"016129","2863","16","0",Bergamo,BG
Luzzana,"016130","894","16","0",Bergamo,BG
Madone,"016131","4083","16","0",Bergamo,BG
Mezzoldo,"016134","162","16","0",Bergamo,BG
Alzate Brianza,"013007","4900","13","0",Como,CO
Anzano del Parco,"013009","1835","13","0",Como,CO
Argegno,"013011","679","13","0",Como,CO
Asso,"013013","3572","13","0",Como,CO
Barni,"013015","582","13","0",Como,CO
Bene Lario,"013021","329","13","0",Como,CO
Beregazzo con Figliaro,"013022","2780","13","0",Como,CO
Binago,"013023","4792","13","0",Como,CO
Bizzarone,"013024","1722","13","0",Como,CO
Blessagno,"013025","286","13","0",Como,CO
Blevio,"013026","1217","13","0",Como,CO
Brenna,"013029","2180","13","0",Como,CO
Brienno,"013030","330","13","0",Como,CO
Brunate,"013032","1685","13","0",Como,CO
Bulgarograsso,"013034","4081","13","0",Como,CO
Caglio,"013037","494","13","0",Como,CO
Campione d'Italia,"013040","2003","13","0",Como,CO
Villa di Tirano,"014078","2969","14","0",Sondrio,SO
Albairate,"015005","4735","15","0",Milano,MI
Basiano,"015014","3702","15","0",Milano,MI
Bellinzago Lombardo,"015016","3868","15","0",Milano,MI
Bernate Ticino,"015019","3059","15","0",Milano,MI
Besate,"015022","2054","15","0",Milano,MI
Boffalora sopra Ticino,"015026","4093","15","0",Milano,MI
Fiesse,"017071","2022","17","0",Brescia,BS
Gambara,"017073","4660","17","0",Brescia,BS
Gardone Riviera,"017074","2658","17","0",Brescia,BS
Gargnano,"017076","2826","17","0",Brescia,BS
Gianico,"017079","2143","17","0",Brescia,BS
Campo di Trens,"021016","2667","21","0",Bolzano,BZ
Castelbello-Ciardes,"021018","2286","21","0",Bolzano,BZ
Diano San Pietro,"008028","1106","8","0",Imperia,IM
Dolceacqua,"008029","2068","8","0",Imperia,IM
Dolcedo,"008030","1323","8","0",Imperia,IM
Brissago-Valtravaglia,"012022","1240","12","0",Varese,VA
Brunello,"012023","937","12","0",Varese,VA
Ardenno,"014005","3257","14","0",Sondrio,SO
Bema,"014006","118","14","0",Sondrio,SO
Berbenno di Valtellina,"014007","4098","14","0",Sondrio,SO
Bianzone,"014008","1295","14","0",Sondrio,SO
Bormio,"014009","4161","14","0",Sondrio,SO
Buglio in Monte,"014010","1999","14","0",Sondrio,SO
Caiolo,"014011","1084","14","0",Sondrio,SO
Campodolcino,"014012","934","14","0",Sondrio,SO
Caspoggio,"014013","1367","14","0",Sondrio,SO
Castello dell'Acqua,"014014","619","14","0",Sondrio,SO
Castione Andevenno,"014015","1575","14","0",Sondrio,SO
Cedrasco,"014016","430","14","0",Sondrio,SO
Cercino,"014017","794","14","0",Sondrio,SO
Costa Serina,"016247","897","16","0",Bergamo,BG
Algua,"016248","658","16","0",Bergamo,BG
Cornalba,"016249","297","16","0",Bergamo,BG
Medolago,"016250","2402","16","0",Bergamo,BG
Solza,"016251","2038","16","0",Bergamo,BG
Sant'Omobono Terme,"016252","3892","16","0",Bergamo,BG
Val Brembilla,"016253","4256","16","0",Bergamo,BG
Acquafredda,"017001","1504","17","0",Brescia,BS
Agnosine,"017003","1665","17","0",Brescia,BS
Alfianello,"017004","2425","17","0",Brescia,BS
Anfo,"017005","467","17","0",Brescia,BS
Averara,"016014","182","16","0",Bergamo,BG
Aviatico,"016015","557","16","0",Bergamo,BG
Azzone,"016017","388","16","0",Bergamo,BG
Bagnatica,"016018","4396","16","0",Bergamo,BG
Barbata,"016019","698","16","0",Bergamo,BG
Bariano,"016020","4237","16","0",Bergamo,BG
Barzana,"016021","2001","16","0",Bergamo,BG
Bedulita,"016022","709","16","0",Bergamo,BG
Berbenno,"016023","2443","16","0",Bergamo,BG
Berzo San Fermo,"016025","1397","16","0",Bergamo,BG
Bianzano,"016026","590","16","0",Bergamo,BG
Blello,"016027","76","16","0",Bergamo,BG
Borgo di Terzo,"016032","1166","16","0",Bergamo,BG
Brusimpiano,"012024","1179","12","0",Varese,VA
Buguggiate,"012025","3127","12","0",Varese,VA
Cadegliano-Viconago,"012027","2212","12","0",Varese,VA
Cantello,"012030","4764","12","0",Varese,VA
Caravate,"012031","2595","12","0",Varese,VA
Caronno Varesino,"012035","4882","12","0",Varese,VA
Casale Litta,"012036","2719","12","0",Varese,VA
Casalzuigno,"012037","1384","12","0",Varese,VA
Casciago,"012038","3705","12","0",Varese,VA
Cassano Valcuvia,"012041","662","12","0",Varese,VA
Castello Cabiaglio,"012043","559","12","0",Varese,VA
Castelseprio,"012044","1305","12","0",Varese,VA
Castelveccana,"012045","1961","12","0",Varese,VA
Chiesa in Valmalenco,"014019","2433","14","0",Sondrio,SO
Chiuro,"014020","2525","14","0",Sondrio,SO
Cino,"014021","340","14","0",Sondrio,SO
Civo,"014022","1127","14","0",Sondrio,SO
Colorina,"014023","1377","14","0",Sondrio,SO
Dazio,"014025","457","14","0",Sondrio,SO
Delebio,"014026","3344","14","0",Sondrio,SO
Dubino,"014027","3711","14","0",Sondrio,SO
Faedo Valtellino,"014028","554","14","0",Sondrio,SO
Forcola,"014029","796","14","0",Sondrio,SO
Fusine,"014030","562","14","0",Sondrio,SO
Angolo Terme,"017006","2344","17","0",Brescia,BS
Artogne,"017007","3614","17","0",Brescia,BS
Azzano Mella,"017008","3396","17","0",Brescia,BS
Bagolino,"017010","3807","17","0",Brescia,BS
Barbariga,"017011","2320","17","0",Brescia,BS
Barghe,"017012","1159","17","0",Brescia,BS
Bassano Bresciano,"017013","2329","17","0",Brescia,BS
Berlingo,"017015","2791","17","0",Brescia,BS
Berzo Demo,"017016","1582","17","0",Brescia,BS
Berzo Inferiore,"017017","2468","17","0",Brescia,BS
