Codice comune,Totale_sum
58120,163436
58122,67042
59001,149922
59002,2954
59003,1194
59004,8650
59005,74266
59006,21480
59007,79286
59008,76052
59009,40416
59010,21344
59011,258266
59012,8322
59013,6120
59014,40580
59015,12608
59016,7646
59017,29788
59018,6792
59019,28170
59020,2396
59021,8670
59022,2230
59023,2238
59024,40260
59025,20610
59026,13732
59027,20104
59028,49576
59029,15006
59030,6472
59031,5828
59032,90836
59033,1496
60001,548
60002,3764
60003,56870
60004,5172
60005,8576
60006,42304
60007,10326
60008,11194
60009,4574
60010,14028
60011,8528
60012,5120
60013,1400
60014,17196
60015,5494
60016,3320
60017,1062
60018,5162
60019,72566
60020,6664
60021,1740
60022,7822
60023,9280
60024,46204
60025,17512
60026,16214
60027,3736
60028,1842
60029,1324
60030,3156
60031,7682
60032,1086
60033,41728
60034,1020
60035,21206
60036,5626
60037,2586
60038,91248
60039,4096
60040,2498
60041,4824
60042,3076
60043,22374
60044,24960
60045,6486
60046,16292
60047,2674
60048,6250
60049,2984
60050,2292
60051,5548
60052,12928
60053,9060
60054,5008
60055,8118
60056,25508
60057,2184
60058,10446
60059,1874
60060,14652
60061,630
60062,3970
60063,6184
60064,6442
60065,1862
60066,2786
60067,3744
60068,11842
60069,2554
60070,5098
60071,6030
60072,1440
60073,5026
60074,51540
60075,4742
60076,9656
60077,658
60078,2734
60079,9652
60080,3596
60081,3276
60082,5046
60083,1816
60084,2960
60085,40790
60086,1492
60087,4318
60088,2424
60089,5148
60090,3398
60091,616
61001,2666
61002,15110
61003,9428
61004,10762
61005,103850
61006,4178
61007,12212
61008,3666
61009,10700
61010,11222
61011,3978
61012,11388
61013,20464
61014,3078
61015,36282
61016,14166
61017,15122
61018,27004
61019,43226
61020,19512
61021,17074
61022,148900
61023,3014
61024,2242
61025,2850
61026,7476
61027,53470
61028,9974
61029,18656
61030,778
61031,2386
61032,13902
61033,4162
61034,1570
61035,2870
61036,9442
61037,18418
61038,1080
61039,4118
61040,1320
61041,6938
61042,14000
61043,25298
61044,1332
61045,2208
61046,31780
61047,20512
61048,76438
61049,78846
61050,4254
61051,6148
61052,59616
61053,54838
61054,23886
61055,6030
61056,4512
61057,21378
61058,9208
61059,5824
61060,11660
61061,3252
61062,15656
61063,2872
61064,2982
61065,3578
61066,2530
61067,15640
61068,4660
61069,6176
61070,6680
61071,1686
61072,910
61073,3458
61074,27398
61075,34490
61076,1824
61077,29034
61078,45268
61079,1766
61080,3918
61081,24586
61082,28370
61083,65604
61084,5194
61085,11574
61086,4386
61087,29986
61088,42072
61089,14664
61090,17362
61091,23904
61092,29274
61093,1678
61094,40402
61095,13086
61096,1608
61097,5394
61098,14718
61099,24732
61100,15268
61101,6984
61102,16096
61103,13936
61104,13264
62001,16408
62002,5404
62003,11074
62004,5176
62005,4000
62006,1476
62007,4446
62008,117588
62009,2762
62010,4176
62011,3266
62012,5192
62013,1998
62014,3206
62015,2578
62016,1726
62017,2814
62018,2344
62019,5288
62020,2188
62021,3962
62022,6570
62023,7494
62024,4526
62025,4642
62026,7918
62027,5502
62028,4346
62029,7090
62030,6480
62031,2792
62032,2438
62033,1998
62034,3544
62035,4412
62036,878
62037,9614
62038,8280
62039,3574
62040,8258
62041,3074
62042,2796
62043,26780
62044,9504
62045,7652
62046,4734
62047,4212
62048,4144
62049,3326
62050,3844
62051,1032
62052,6016
62053,5024
62054,4164
62055,2720
62056,2306
62057,9146
62058,19984
62059,5846
62060,6042
62061,4376
62062,4072
62063,1472
62064,6340
62065,2408
62066,1740
62067,7300
62068,7970
62069,1738
62070,21698
62071,8620
62072,1282
62073,7358
62074,15562
62075,2928
62076,6750
62077,5730
62078,1042
63001,119050
63002,128708
63003,15486
63004,14084
63005,67602
63006,52224
63007,20124
63008,54456
63009,20258
63010,32384
63011,74908
63012,24472
63013,10452
63014,14264
63015,4996
63016,44644
63017,97394
63018,6426
63019,16106
63020,27846
63021,37264
63022,7582
63023,152410
63024,130600
63025,15914
63026,35312
63027,25562
63028,14294
63029,3488
63030,24334
63031,36056
63032,59048
63033,32112
63034,250116
63035,57642
63036,35554
63037,40490
63038,9538
63039,12384
63040,3126
63041,119152
63042,15912
63043,59488
63044,28616
63045,75380
63046,15906
63047,25130
63048,70466
63049,1925178
63050,68900
63051,47338
63052,32510
63053,25766
63054,12008
63055,44386
63056,26728
63057,80636
63058,49962
63059,107448
63060,160148
63061,20828
63062,51412
63063,82360
63064,104546
63065,13776
63066,24346
63067,89128
63068,62682
63069,6766
63070,17910
63071,17824
63072,54328
63073,67382
63074,39308
63075,12994
63076,32676
63077,12258
63078,6220
63079,69804
63080,32366
63081,17562
63082,35648
63083,83574
63084,167974
63085,7148
63086,41496
63087,62436
63088,8724
63089,50662
63090,23668
63091,17752
63092,10484
64001,8068
64002,8246
64003,3530
64004,3160
64005,43990
64006,21578
64007,15376
64008,107280
64009,6222
64010,9232
64011,7438
64012,4640
64013,594
64014,4628
64015,8906
64016,2210
64017,6740
64018,4680
64019,2714
64020,3386
64021,1836
64022,2192
64023,3848
64024,3128
64025,18600
64026,5262
64027,918
64028,4356
64029,6026
64030,2602
64031,3724
64032,5712
64033,5936
64034,10536
64035,7082
64036,6836
64037,1254
64038,15842
64039,3786
64040,3198
64041,4340
64042,2982
64043,6858
64044,12260
64045,2254
64046,6294
64047,3342
64048,3748
64049,24236
64050,14794
64051,746
64052,7004
64053,6470
64054,23368
64055,4332
64056,2520
64057,15126
64058,5482
64059,10350
64060,1480
64063,2376
64064,3268
64065,10338
64066,8136
64067,4300
64068,3522
64069,1292
64070,4544
64071,578
64072,4334
64073,2946
64074,5822
64075,7470
64076,3762
64077,3812
64078,4682
64079,1636
64080,7170
64081,1482
64082,2274
64083,9768
64084,4976
64085,1520
64086,3116
64087,3134
64088,2772
64089,2762
64090,1496
64091,1480
64092,8160
64093,2514
64095,4216
64096,2174
64097,2252
64098,1540
64099,14020
64100,5682
64101,24776
64102,1142
64103,7526
64104,6022
64105,3050
64106,3026
64107,4554
64108,2918
64109,4044
64110,2502
64111,966
64112,1816
64113,1662
64114,5240
64115,2558
64116,4916
64117,1860
64118,3106
64119,6250
64120,2074
64121,39240
65001,5226
65002,43966
65003,12822
65004,1978
65005,14122
65006,10008
65007,68680
65008,2846
65009,11898
65010,4834
65011,1674
65012,4434
65013,34468
65014,101560
65015,1492
65016,10962
65017,9556
65018,5018
65019,5302
65020,2912
65021,14408
65022,34218
65023,736
65024,2018
65025,45980
65026,2286
65027,2692
65028,10936
65029,3788
65030,3128
65031,17912
65032,5680
65033,1204
65034,27390
65035,4626
65036,2650
65037,105128
65038,3608
65039,10174
65040,4602
65041,4122
65042,2416
65043,7042
65044,1350
65045,1612
65046,6624
65047,5050
65048,1056
65049,1110
65050,78884
65051,2426
65052,27756
65053,1494
65054,2252
65055,10086
65056,23670
65057,2380
65058,2612
65059,2002
65060,2382
65061,2752
65062,1490
65063,2756
65064,2066
65065,1288
65066,11028
65067,44380
65068,5358
65069,3748
65070,3824
65071,5262
65072,22172
65073,25050
65074,1072
65075,3014
65076,12878
65077,1246
65078,90890
65079,48528
65080,4642
65081,4540
65082,13406
65083,7404
65084,3292
65085,2044
65086,1288
65087,10616
65088,70808
65089,7808
65090,22236
65091,3534
65092,1752
65093,1340
65094,2166
65095,2462
65096,5110
65097,10528
65098,4568
65099,52780
65100,7708
65101,4096
65102,4040
65103,2126
65104,4938
65105,2204
65106,14072
65107,3256
65108,17846
65109,2916
65110,754
65111,1358
65112,1582
65113,908
65114,24232
65115,3858
65116,265404
65117,1016
65118,13202
65119,7438
65120,8178
65121,5404
65122,21066
65123,1736
65124,1098
65125,3378
65126,3360
65127,6486
65128,1092
65129,5542
65130,17704
65131,828
65132,22032
65133,4954
65134,13228
65135,62524
65136,9736
65137,99994
65138,3044
65139,584
65140,7754
65141,2488
65142,19354
65143,6536
65144,1378
65145,1604
65146,15232
65147,3700
65148,2466
65149,4124
65150,996
65151,8262
65152,3200
65153,450
65154,16580
65155,3234
65156,6536
65157,15124
65158,27244
66001,624
66002,2938
66003,1834
66004,650
66005,2240
66006,84552
66007,6758
66008,1276
66009,3424
66010,1426
66011,418
66012,2154
66013,2520
66014,272
66015,1558
66016,974
66017,1934
66018,480
66019,1748
66020,10076
66021,1274
66022,418
66023,1108
66024,172
66025,10490
66026,888
66027,606
66028,13414
66029,2146
66030,254
66031,1740
66032,21528
66033,3142
66034,1932
66035,566
66036,6288
66037,424
66038,1742
66039,2296
66040,434
66041,2024
66042,760
66043,620
66044,1408
66045,502
66046,3484
66047,1052
66048,4118
66049,139420
66050,3174
66051,12204
66052,1820
66053,7202
66054,2818
66055,740
66056,4658
66057,2776
66058,1062
66059,2252
66060,890
66061,786
66062,2544
66063,902
66064,3556
66065,2392
66066,2258
66067,1312
66068,4252
66069,7898
66070,2268
66071,2822
66072,8688
66073,2126
66074,926
66075,14850
66076,1838
66077,5414
66078,1346
66079,1268
66080,1716
66081,960
66082,2868
66083,360
66084,3208
66085,7700
66086,190
66087,3862
66088,1338
66089,2290
66090,760
66091,230
66092,4430
66093,3524
66094,1088
66095,7624
66096,5562
66097,662
66098,46652
66099,13214
66100,570
66101,6048
66102,12144
66103,1058
66104,186
66105,924
66106,1740
66107,1234
66108,1692
67001,25462
67002,3710
67003,1596
67004,20964
67005,4724
67006,13920
67007,3596
67008,13884
67009,3662
67010,914
67011,15230
67012,2050
67013,4370
67014,2870
67015,4800
67016,3152
67017,9574
67018,4320
67019,7320
67020,4604
67021,10300
67022,1212
67023,2338
67024,544
67025,47622
67026,9242
67027,1966
67028,15726
67029,7206
67030,18478
67031,10798
67032,13270
67033,3416
67034,480
67035,29846
67036,994
67037,52180
67038,19744
67039,10542
67040,31298
67041,107638
67042,3104
67043,5144
67044,24008
67045,2578
67046,1806
67047,32622
68001,730
68002,6916
68003,2132
68004,536
68005,4810
68006,8064
68007,3780
68008,1194
68009,1532
68010,2560
68011,21996
68012,30014
68013,2434
68014,3404
68015,12122
68016,450
68017,2828
68018,3346
68019,2836
68020,5634
68021,14596
68022,13772
68023,1880
68024,108724
68025,6292
68026,3626
68027,24008
68028,239600
68029,972
68030,17154
68031,2654
68032,934
68033,9760
68034,1874
68035,7996
68036,564
68037,514
68038,3808
68039,7198
68040,1078
68041,38452
68042,4976
68043,5988
68044,1622
68045,766
68046,1230
69001,6238
69002,4194
69003,2216
69004,2232
69005,21134
69006,1512
69007,644
69008,10146
69009,162
69010,2612
69011,1098
69012,1262
69013,2468
69014,1734
69015,11944
69016,6102
69017,10932
69018,8742
69019,688
69020,3254
69021,1692
69022,100570
69023,620
69024,1614
69025,342
69026,898
69027,5538
69028,9666
69029,652
69030,3954
69031,2648
69032,1766
69033,12604
69034,582
69035,52220
69036,1854
69037,3370
69038,1740
69039,588
69040,2622
69041,5284
69042,2396
69043,17640
69044,840
69045,2268
69046,69710
69047,1312
69048,658
69049,1356
69050,9552
69051,1814
69052,236
69053,164
69054,1280
69055,4856
69056,4916
69057,7492
69058,45574
69059,8416
69060,2584
69061,1686
69062,1952
69063,438
69064,890
69065,3128
69066,2012
69067,1670
69068,4262
69069,1742
69070,1494
69071,2516
69072,8120
69073,3270
69074,4602
69075,2286
69076,2458
69077,188
69078,436
69079,1822
69080,298
69081,28660
69082,1794
69083,39936
69084,4148
69085,4714
69086,10640
69087,6254
69088,1464
69089,704
69090,8062
69091,6012
69092,3452
69093,1552
69094,8444
69095,2504
69096,3378
69097,752
69098,3218
69099,82812
69100,1832
69101,4520
69102,2552
69103,262
69104,240
70001,1210
70002,5164
70003,15658
70004,2582
70005,2378
70006,98056
70007,1246
70008,4882
70009,1652
70010,15674
70011,3976
70012,1018
70013,528
70014,1022
70015,2768
70016,1794
70017,7350
70018,1246
70019,682
70020,1536
70021,3558
70022,786
70023,6520
70024,2482
70025,2684
70026,1534
70027,1960
70028,1468
70029,10260
70030,3462
70031,13212
70032,1436
70033,1260
70034,902
70035,1030
70036,2304
70037,2142
70038,4246
70039,316
70040,976
70041,2070
70042,2548
70043,2912
70044,664
70045,654
70046,12624
70047,784
70048,1128
70049,3312
70050,3296
70051,7448
70052,2200
70053,2562
70054,440
70055,4812
70056,210
70057,10136
70058,958
70059,6120
70060,1316
70061,2330
70062,1282
70063,298
70064,1184
70065,2770
70066,1062
70067,1900
70068,2062
70069,9388
70070,1638
70071,942
70072,8398
70073,680
70074,3358
70075,3666
70076,2438
70077,1280
70078,66820
70079,1454
70080,2656
70081,9140
70082,1664
70083,5156
70084,6638
71001,4554
71002,1804
71003,2370
71004,26070
71005,12204
71006,5392
71007,6276
71008,13988
71009,5464
71010,13146
71011,1832
71012,8016
71013,2868
71014,3526
71015,4194
71016,2506
71017,2718
71018,2970
71019,328
71020,116900
71021,3236
71022,7342
71023,1228
71024,299808
71025,8746
71026,916
71027,12604
71028,65012
71029,111834
71031,12342
71032,1954
71033,23938
71034,1364
71035,5208
71036,34666
71037,1480
71038,8862
71039,5224
71040,5218
71041,3916
71042,3534
71043,7142
71044,2108
71046,54022
71047,26474
71048,1850
71049,29556
71050,11370
71051,103636
71052,3772
71053,7612
71054,11442
71055,10504
71056,34024
71058,13970
71059,15176
71060,27718
71061,794
71062,3312
71063,5738
71064,6842
72001,40892
72002,33730
72003,21242
72004,141126
72006,644632
72008,4428
72010,23846
72011,108886
72012,22592
72014,31148
72015,39708
72016,29762
72017,39124
72018,11588
72019,52244
72020,96038
72021,54836
72022,39774
72023,87156
72024,25010
72025,28378
72027,75334
72028,50280
72029,118088
72030,97638
72031,37706
72032,52506
72033,42430
72034,2704
72035,35722
72036,53016
72037,37168
72038,50180
72039,12442
72040,19612
72041,52492
72043,53092
72044,16468
72046,53986
72047,25988
72048,35500
73001,13010
73002,13560
73003,33442
73004,26806
73005,6940
73006,10268
73007,44452
73008,63270
73009,30134
73010,16186
73011,19578
73012,61790
73013,96538
73014,10522
73015,65284
73016,10998
73017,7472
73018,4680
73019,31504
73020,15554
73021,31908
73022,22764
73023,3612
73024,29578
73025,18174
73026,31628
73027,390454
73028,8380
73029,27058
74001,171762
74002,34426
74003,39002
74004,12784
74005,22940
74006,16950
74007,79132
74008,71870
74009,28146
74010,52930
74011,29900
74012,62166
74013,12752
74014,12558
74015,19310
74016,26788
74017,37762
74018,10636
74019,20736
74020,18362
75002,12562
75003,11218
75004,13228
75005,9452
75006,18304
75007,8012
75008,3630
75009,5388
75010,13814
75011,20318
75012,3350
75013,4790
75014,23884
75015,7452
75016,39604
75017,5642
75018,7658
75019,10470
75020,25530
75021,11638
75022,47306
75023,11438
75024,10654
75025,8074
75026,17732
75027,5806
75028,10150
75029,52916
75030,30652
75031,40364
75032,2310
75033,3896
75034,11140
75035,193068
75036,17408
75037,27912
75038,24002
75039,28080
75040,17906
75041,3260
75042,22558
75043,20002
75044,13988
75045,4416
75046,6852
75047,7118
75048,27558
75049,5292
75050,6356
75051,9780
75052,62552
75053,10224
75054,4430
75055,15546
75056,4634
75057,11702
75058,2866
75059,17712
75060,3310
75061,11872
75063,21772
75064,19250
75065,16204
75066,9110
75067,2954
75068,16118
75069,11218
75070,11566
75071,7016
75072,5966
75073,13712
75074,3716
75075,7968
75076,10682
75077,9444
75078,7160
75079,27796
75080,4436
75081,8592
75082,3184
75083,29888
75084,23316
75085,23610
75086,5730
75087,28630
75088,34680
75089,10394
75090,24720
75091,8722
75092,27394
75093,13932
75094,3808
75095,3986
75096,4688
75097,12586
75098,19510
76001,2758
76002,4536
76003,2762
76004,3194
76005,1160
76006,7624
76007,22162
76008,3588
76009,2568
76010,5160
76011,5492
76012,9832
76013,7934
76014,1708
76015,3702
76016,730
76017,1508
76018,2430
76019,1134
76020,456
76021,1752
76022,3986
76023,1498
76024,1512
76025,2542
76026,1932
76027,1178
76028,3736
76029,4922
76030,2658
76031,1154
76032,5674
76033,3918
76034,8264
76035,1684
76036,11132
76037,3308
76038,1074
76039,10620
76040,8576
76041,3362
76042,24786
76043,26742
76044,9990
76045,8096
76046,11166
76047,3140
76048,35184
76049,1078
76050,7542
76051,3020
76052,2320
76053,10400
76054,2848
76055,1574
76056,7370
76057,9380
76058,3574
76059,11516
76060,7984
76061,1916
76062,13774
76063,132918
76064,8578
76065,1826
76066,25880
76067,3302
76068,5348
76069,2826
76070,6778
76071,6930
76072,2070
76073,2528
76074,1932
76075,1286
76076,5570
76077,1410
76078,2924
76079,2752
76080,12412
76081,2846
76082,1590
76083,4582
76084,2130
76085,13726
76086,2802
76087,1136
76088,2232
76089,14566
76090,6280
76091,5984
76092,4444
76093,1234
76094,3884
76095,22956
76096,5546
76097,5734
76098,6714
76099,1448
76100,6448
77001,3436
77002,1814
77003,24230
77004,1370
77005,620
77006,2262
77007,1336
77008,16616
77009,2050
77010,1822
77011,9956
77012,4298
77013,9264
77014,120822
77015,4894
77016,13976
77017,19232
77018,13446
77019,762
77020,34864
77021,35776
77022,8002
77023,5082
77024,5306
77025,2224
77026,2810
77027,7828
77028,10026
77029,9802
77030,2846
77031,15224
78001,2128
78002,3606
78003,39898
78004,3214
78005,1534
78006,2486
78007,768
78008,1368
78009,8640
78010,28150
78011,5708
78012,5380
78013,3832
78014,1828
78015,18532
78016,2514
78017,20294
78018,2362
78019,5466
78020,4290
78021,2676
78022,2344
78023,3258
78024,1360
78025,15914
78026,6560
78027,452
78029,35522
78030,5748
78031,19220
78032,504
78033,43238
78034,5540
78035,966
78036,4674
78037,6094
78038,1620
78039,2630
78040,19700
78041,1744
78042,2470
78043,2364
78045,132914
78046,2064
78047,19926
78048,10476
78049,8638
78050,1870
78051,7390
78052,2768
78053,2304
78054,3946
78055,5778
78056,5740
78057,3958
78058,16336
78059,3236
78060,4454
78061,3604
78062,4916
78063,3656
78064,1582
78065,1818
78066,7862
78067,4604
78068,5750
78069,4728
78070,18190
78071,2396
78072,1506
78073,3502
78074,5430
78075,3808
78076,6872
78077,6258
78078,1934
78079,18902
78080,3060
78081,40908
78082,3412
78083,8524
78084,5596
78085,2302
78086,708
78087,3986
78088,2396
78089,2062
78090,632
78091,31010
78092,1330
78093,4216
78094,2766
78096,1614
78097,2822
78098,2430
78099,2132
78100,1366
78101,13268
78102,72500
78103,6624
78104,14254
78105,11274
78106,8708
78107,3832
78109,2120
78110,6286
78111,2038
78112,2928
78113,1202
78114,6564
78115,2470
78116,5202
78117,2538
78118,2728
78119,33342
78120,1148
78121,6408
78122,12446
78123,14824
78124,1970
78125,3946
78126,1012
78127,7146
78128,4196
78129,2384
78130,2400
78131,3572
78132,10048
78133,4814
78134,3382
78135,4230
78136,7230
78137,1790
78138,22726
78139,2354
78140,1022
78142,13838
78143,8798
78145,3896
78146,9844
78147,1350
78148,9086
78149,12226
78150,17816
78152,2172
78153,5638
78154,11000
78155,5332
78156,19672
78157,154192
79002,1740
79003,3546
79004,1592
79005,1380
79007,964
79008,5824
79009,2542
79011,14946
79012,10380
79017,3586
79018,3950
79020,2934
79023,176626
79024,1036
79025,756
79027,2304
79029,10724
79030,1818
79033,2704
79034,3952
79036,9580
79039,13352
79042,11012
79043,6078
79047,7814
79048,4028
79052,1162
79055,894
79056,4072
79058,6334
79059,11542
79060,10480
79061,8820
79063,3108
79065,1192
79068,2334
79069,9286
79071,812
79072,4426
79073,1714
79074,2032
79077,1450
79080,3502
79081,11204
79083,1622
79087,9520
79088,1034
79089,2314
79092,3936
79094,2108
79095,5076
79096,5216
79099,4038
79108,1438
79110,2992
79114,8022
79115,3170
79116,2790
79117,4198
79118,3618
79122,3378
79123,6880
79126,1024
79127,15396
79129,6078
79130,8872
79131,6274
79133,9416
79134,1584
79137,17962
79138,5942
79139,3016
79142,7258
79143,4776
79146,5124
79147,7492
79148,1944
79151,3236
79157,3052
79160,140374
80001,5798
80002,996
80003,4204
80004,2496
80005,10056
80006,1954
80007,19766
80008,5030
80009,8302
80010,2514
80011,820
80012,17812
80013,8410
80014,6920
80015,2208
80016,1640
80017,1490
80018,9042
80019,842
80020,1372
80021,966
80022,2928
80023,4406
80024,1454
80025,14182
80026,1102
80027,12884
80028,20192
80029,9820
80030,1664
80031,6464
80032,3192
80033,1532
80034,1780
80035,3144
80036,5002
80037,3440
80038,40006
80039,14090
80040,6060
80041,790
80042,9814
80043,24538
80044,5296
80045,12954
80046,2838
80047,1020
80048,1726
80049,9964
80050,21882
80051,4784
80052,7254
80053,11940
80054,11874
80055,10246
80056,4626
80057,37010
80058,1040
80059,2222
80060,7536
80061,20424
80062,2228
80063,357520
80064,4284
80065,15462
80066,808
80067,12772
80068,1944
80069,29956
80070,1526
80071,6046
80072,870
80073,4960
80074,7266
80075,2170
80076,1052
80077,3254
80078,1636
80079,1166
80080,640
80081,7798
80082,2812
80083,2440
80084,1762
80085,9596
80086,5218
80087,1626
80088,36254
80089,3910
80090,424
80091,2636
80092,4998
80093,30560
80094,966
80095,4100
80096,26736
80097,9402
81001,90812
81002,5710
81003,12918
81004,23214
81005,30144
81006,61566
81007,10922
81008,54092
81009,8626
81010,7862
81011,164912
81012,103146
81013,22296
81014,15366
81015,20648
81016,2908
81017,3230
81018,20756
81019,9910
81020,9636
81021,134282
81022,23704
81023,3794
81024,16300
82001,7020
82002,3830
82003,2276
82004,16752
82005,20030
82006,109240
82007,12830
82008,3830
82009,22288
82010,8642
82011,8276
82012,2590
82013,14676
82014,15994
82015,7536
82016,946
82017,15334
82018,2418
82019,6270
82020,23154
82021,78370
82022,16970
82023,23364
82024,6400
82025,5888
82026,1994
82027,28310
82028,10158
82029,5364
82030,7120
82031,24480
82032,7716
82033,3216
82034,21710
82035,26100
82036,12928
82037,3530
82038,4612
82039,3604
82040,2244
82041,1810
82042,2836
82043,14198
82044,7294
82045,13252
82046,12786
82047,5594
82048,58584
82049,77926
82050,12030
82051,6302
82052,3856
82053,1315920
82054,63138
82055,6240
82056,5186
82057,11848
82058,6224
82059,5782
82060,9016
82061,2858
82062,4770
82063,10424
82064,16750
82065,2940
82066,1994
82067,22362
82068,5348
82069,794
82070,51778
82071,25352
82072,8638
82073,20792
82074,6204
82075,2604
82076,6800
82077,3738
82078,5118
82079,39930
82080,6542
82081,1226
82082,1862
83001,3624
83002,1420
83003,4892
83004,1720
83005,82008
83006,1154
83007,11658
83008,5954
83009,26498
83010,8838
83011,6272
83012,1526
83013,2500
83014,5930
83015,2188
83016,4672
83017,4514
83018,966
83019,5458
83020,2752
83021,2664
83022,912
83023,2042
83024,1778
83025,7450
83026,1242
83027,6460
83028,7696
83029,6362
83030,4816
83031,684
83032,18674
83033,13760
83034,2910
83035,3314
83036,3136
83037,1378
83038,5692
83039,3238
83040,1492
83041,25672
83042,2748
83043,1974
83044,1326
83045,1114
83046,2946
83047,4718
83048,459130
83049,61720
83050,2490
83051,1854
83052,9108
83053,1374
83054,5268
83055,1128
83056,2978
83057,4236
83058,1638
83059,1370
83060,7246
83061,7256
83062,2502
83063,4210
83064,12418
83065,2278
83066,26132
83067,2548
83068,7736
83069,1848
83070,1498
83071,374
83072,8146
83073,2112
83074,1194
83075,3972
83076,13074
83077,13814
83078,6932
83079,3728
83080,5412
83081,5446
83082,2438
83083,1788
83084,24418
83085,3016
83086,9086
83087,1750
83088,5824
83089,18842
83090,2626
83091,9150
83092,7640
83093,3464
83094,3916
83095,5202
83096,9654
83097,21688
83098,14716
83099,12090
83100,1636
83101,5436
83102,1938
83103,2596
83104,8016
83105,16734
83106,14732
83107,11154
83108,8980
84001,116546
84002,5434
84003,18390
84004,6876
84005,5172
84006,2540
84007,6840
84008,4024
84009,12096
84010,19232
84011,71060
84012,15476
84013,5572
84014,6982
84015,6644
84016,1792
84017,63502
84018,10932
84019,2302
84020,12988
84021,72226
84022,3504
84023,24524
84024,4968
84025,5752
84026,14692
84027,44524
84028,32600
84029,15886
84030,25100
84031,22216
84032,8970
84033,36984
84034,11360
84035,6176
84036,15632
84037,4534
84038,12514
84039,2482
84040,8674
84041,80136
84042,8626
84043,2742
85001,1836
85002,1052
85003,8822
85004,122662
85005,5708
85006,8212
85007,148150
85008,3474
85009,22890
85010,5776
85011,2924
85012,20524
85013,52548
85014,3724
85015,22220
85016,43718
85017,10078
85018,11584
85019,13344
85020,2598
85021,6662
85022,3052
86001,16034
86002,9348
86003,10032
86004,25160
86005,8618
86006,9272
86007,10544
86008,3832
86009,53316
86010,6920
86011,25716
86012,26434
86013,5916
86014,42878
86015,13262
86016,13986
86017,1424
86018,17904
86019,14848
86020,9292
87001,7084
87002,36620
87003,57712
87004,103752
87005,36326
87006,70422
87007,56144
87008,47336
87009,37404
87010,10384
87011,74710
87012,10348
87013,8896
87014,6164
87015,622804
87016,18694
87017,54834
87018,26290
87019,51480
87020,6010
87021,10398
87022,7394
87023,28858
87024,64084
87025,14124
87026,2082
87027,10502
87028,9154
87029,100342
87030,24482
87031,15102
87032,32596
87033,94372
87034,29644
87035,8156
87036,5958
87037,21530
87038,21182
87039,29008
87040,5164
87041,47382
87042,23456
87043,6272
87044,16392
87045,19086
87046,3120
87047,15162
87048,17094
87049,33402
87050,22362
87051,40522
87052,15884
87053,17696
87054,11918
87055,19042
87056,7994
87057,7524
87058,8094
88001,22972
88002,16168
88003,62214
88004,5724
88005,32668
88006,108178
88007,5772
88008,38702
88009,146818
88010,22060
88011,53674
88012,127480
89001,71396
89002,62290
89003,3778
89004,1990
89005,13802
89006,34922
89007,1502
89008,4800
89009,45114
89010,24698
89011,45958
89012,27170
89013,48308
89014,44624
89015,16962
89016,42244
89017,240810
89018,15770
89019,16828
89020,7734
89021,23374
90001,2876
90002,3664
90003,87486
90004,1222
90005,1520
90006,27630
90007,1072
90008,3568
90009,5388
90010,794
90011,1904
90012,6976
90013,6620
90014,1486
90015,534
90016,1338
90017,7524
90018,1728
90019,974
90020,1756
90021,7956
90022,1234
90023,11734
90024,834
90025,3146
90026,2614
90027,1576
90028,760
90029,3000
90030,1016
90031,1596
90032,970
90033,16758
90034,1762
90035,22102
90036,3720
90037,4972
90038,1124
90039,956
90040,214
90041,4798
90042,3746
90043,1658
90044,1566
90045,2672
90046,5398
90047,122646
90048,8370
90049,6284
90050,5874
90051,11292
90052,20668
90053,1268
90054,8490
90055,5968
90056,4686
90057,8880
90058,44316
90059,5040
90060,1440
90061,1046
90062,2386
90063,10616
90064,252436
90065,2592
90066,284
90067,14270
90068,1676
90069,29584
90070,27596
90071,5732
90072,4774
90073,1876
90074,4466
90075,2998
90076,5842
90077,8612
90078,4444
90079,8646
90080,4592
90081,3714
90082,3326
90083,4936
90084,7246
90085,2984
90086,1218
90087,2736
90088,1450
90089,3162
90090,4214
90091,10598
90092,10052
91001,2532
91002,4644
91003,2162
91004,1556
91005,7946
91006,7128
91007,1154
91008,1022
91009,5470
91010,5052
91011,4076
91012,2572
91016,4438
91017,17068
91018,1196
91019,1102
91024,7668
91025,1496
91026,2740
91027,4884
91028,5172
91031,2642
91032,4182
91033,4556
91035,6294
91037,10566
91038,980
91039,2600
91040,1002
91041,3228
91042,4248
91043,2636
91044,19572
91046,4944
91047,3382
91050,578
91051,71526
91055,13808
91056,2480
91057,1640
91058,744
91059,1438
91060,1800
91061,5612
91062,8234
91063,14024
91064,3924
91066,2188
91067,4476
91068,448
91069,1486
91070,4508
91071,3192
91072,3650
91073,6170
91077,3328
91083,4120
91084,3342
91085,23118
91086,3210
91088,1950
91089,7814
91090,1282
91091,932
91093,3776
91094,5658
91095,22186
91097,2192
91098,2830
91099,2356
91100,1012
91101,6170
91103,3932
91104,642
92003,53696
92009,306462
92011,47068
92015,16722
92037,16010
92050,14588
92051,140704
92066,10452
92068,58404
92074,42324
92075,13662
92080,35328
92090,17466
92099,4286
92105,26264
92108,19038
92109,39354
93001,488
93002,2636
93004,18260
93005,31506
93006,486
93007,18688
93008,5118
93009,12742
93010,16808
93011,1668
93012,3050
93013,10360
