Abitanti,PRO_COM_T
3104,091073
560,024080
2217,026061
619,057057
1012,060057
677,014053
2058,065101
566,002102
66454,076063
15931,043043
3119,024081
5216,026062
7282,023060
7316,035029
5493,030078
310,057058
1474,019077
19352,088008
2279,094038
6295,015177
288,006137
3552,017151
2800,024082
4624,006138
2539,090059
3534,028070
79962,063060
6986,030079
8606,015178
4604,016173
3596,030080
230,004173
777,001201
6681,078101
2012,065102
252,001202
1905,001203
2363,096049
4667,027030
230,001204
705,002104
1293,001205
491,006139
751,001206
2955,014054
474,066074
8370,093034
2971,064074
513,001207
194877,100005
884,030081
1869,003122
7437,066075
3704,064075
5583,051041
3504,093035
2115,096050
173,004174
1466,030082
703,054043
6723,022230
6300,040032
4528,022147
1886,016174
1960,006140
17168,026063
7397,015179
482,008047
2210,097069
4035,030083
774,103055
555,103056
758,040033
1085,016175
1915,103057
247,030084
743,030085
1535,017153
1745,061065
4919,016176
2506,023061
876,069069
6983,017155
926,066076
517,004175
1071,065103
3771,036033
2267,097070
5407,022245
1992,004176
687,004177
11700,089021
14014,059019
542,056044
10430,063061
127,010045
938,013192
1186,059020
7253,017156
885,017157
105,070056
434,004178
1022,007053
3466,017158
1345,062055
7374,092050
871,030086
11417,073022
1722,016177
721,090060
26547,072036
1867,064076
331,001208
25710,063062
164,005088
2043,096087
1386,006141
250,103058
384,103059
4015,002107
26746,047017
4083,007054
41646,063063
8097,027031
71033,092051
13129,092105
346,001209
1588,006142
13253,035030
3149,025070
7077,009052
1023,001210
1126,020046
902,019078
9949,026064
395,002108
5849,024083
6267,017159
5559,020047
1345,022150
10895,075063
9840,004179
1555,052023
3064,087036
1071,052024
12576,084030
4053,087058
2839,030087
73442,088009
2720,066077
10846,087037
933,012115
1312,012116
10507,087038
5976,016178
1229,016179
552,008048
1982,109035
29764,010046
1251,069071
5367,052026
4243,076064
913,076065
63,002110
291,014055
11206,084031
6233,036034
503,030088
2492,065104
159598,039014
445,030089
1265,061066
711,103060
411,018119
4878,030090
7854,061067
21230,043044
9651,010047
941,003129
6258,024084
1056,018120
1244,020048
1581,005089
1700,026065
6997,086016
16587,048035
179135,080063
171989,035033
9138,035032
1154,062056
770,083070
6161,030091
3410,017160
4088,108037
9505,026066
941,030092
277,030093
1563,018121
4258,004180
781,005090
2158,026067
13574,017161
311,008049
51659,015182
83,007055
173,007056
556,009053
10652,058081
2276,061068
18642,084033
49,001212
645,006143
5065,070057
35560,099013
3618,011023
1737,019079
1116,065105
11011,026068
10981,085015
46578,057059
1053,004181
10435,058082
1957,071041
8728,048036
389,030094
151171,099014
3473,049021
6098,035034
748,058083
2111,095043
5698,039015
688,036035
1457,011024
12896,076066
1047,094039
4056,069072
481,070058
1665,076067
3092,070059
993,019080
3410,019081
527,019082
1617,050030
4093,044063
845,043045
5236,060058
14613,087039
109,004182
17590,022153
7660,038029
896,016180
2878,008050
4782,001215
1166,001213
1394,006144
20217,001214
616,025043
5304,018122
2590,001216
12456,001217
1964,019083
2493,020050
409,006145
1593,001218
440,002115
2391,030095
2684,076068
7024,033038
6248,030188
677,066078
1172,057060
48681,001219
2209,023062
8198,019084
7818,080065
4220,024085
99,004183
95,004184
2336,002116
383,005091
3042,001220
6380,097071
5874,018123
4817,015183
2280,019085
541,018124
6820,015184
487,005092
2274,004185
481,004186
1721,001221
185,058084
132,004188
899,005093
932,060059
3088,061069
1608,004189
85,018125
854,066080
493,066081
1410,066082
5593,101019
17592,058086
1482,006147
3330,078103
182,066083
1207,025044
12358,058088
1863,040036
810,064079
2300,069074
499,067036
958,058089
782,057062
217,018126
3307,101018
2898,034030
1547,004187
638,066079
7035,065106
186,083071
1949,044064
390,080066
123,006146
2152,004190
1817,073023
4792,017162
1650,065107
954,053020
4107,083072
895,094040
1439,082061
938,068034
2406,082062
8910,065108
6931,063065
1623,066084
843,061071
1158,069075
7306,060060
1122,059023
515,094041
745,004191
1235,069076
8867,053021
1057,083073
393,005094
765,009054
2673,004192
672,070060
603,083074
1126,094042
164,004193
680,011025
452,061072
216,006148
345,005095
1759,071042
1428,005096
4590,015185
1652,004194
412,004195
971,004196
9877,017163
3570,071043
5293,020051
1999,083075
1474,065109
3129,097072
7219,078104
5552,078105
621,018127
3881,016182
553,014056
683,058090
95,069077
1013,007057
2029,001222
4046,035035
2823283,058091
384,065110
3906,003130
668,018128
529,090061
3137,019086
2666,001223
14285,024086
20824,016183
3713,031015
4449,102031
5627,003131
6547,083076
1720,013199
14708,026069
9463,017165
2926,022156
4791,108055
11917,031016
443,022157
2004,030097
8627,056045
5960,023064
1483,096053
3525,108038
300,001224
4219,010049
438,016184
6943,020052
3406,040037
790,016185
59,010050
1902,001225
555,002118
999,022135
447,022159
862,096054
234,001226
14762,080069
566,018130
5833,015188
90,096055
3999,068035
686,065111
204,069078
1926,078107
26173,067037
1037,071044
30974,049017
1514,006149
6295,029040
21135,089016
1950,042040
176,002121
839,004197
2645,010051
5005,001228
14486,024087
918,016186
1060,078109
844,044065
1150,070061
3373,076070
2537,077023
12306,033039
654,024089
787,001227
927,002122
19495,017166
507,010052
7945,013201
6248,013202
8692,020053
2637,023065
1611,023066
5974,093036
39956,022161
1650,022160
2082,023067
889,018131
4121,016187
1326,058092
3130,078110
4930,028071
42680,015189
4498,017164
16526,028072
2373,001229
14868,035036
2859,030098
773,001230
9635,075064
355,004198
407,022162
7212,048037
655,095044
3476,076071
12300,039016
18580,072037
805,065112
1770,061073
1041,076072
25167,072038
20558,059024
3965,017168
4178,020054
458,065113
4933,028073
20056,093037
7846,058093
926,111058
196,095086
1606,096056
2183,031017
187,022164
3517,007058
374,007059
1375,007060
315,007061
194,007062
3221,007063
337,007064
4587,007065
5684,034031
589,096057
8489,037050
509,013203
334,006150
1122,029042
209,002126
1870,001231
623,001232
635,070062
4029,006151
501,004199
3360,017169
171,004200
10343,081018
474,001233
2638,098046
134060,065116
6692,026070
105,002127
8029,075065
1257,004201
3828,023068
280,068036
717,004202
20008,034032
3082,012117
3043,099015
3907,002128
1918,096058
17562,004203
4630,075066
1135,019087
519,065117
75,001234
720,064081
12965,027032
10631,017170
5051,111059
1622,111060
5695,084034
1530,047018
878,058094
86,004204
6215,072039
768,080070
2886,014057
543,022165
1567,001235
1005,004205
2936,095045
4565,062057
999,013204
1225,111061
2209,019088
1073,029043
164,004206
3870,066085
47436,044066
97,066086
6974,020055
1490,078112
4196,037051
6041,001236
1314,103061
1267,008053
13062,026071
3051,084035
312,060061
159,070063
21554,023069
924,069079
4127,102032
6193,031018
4023,001237
1581,052027
17014,048038
1991,075095
16391,058119
8076,075068
6518,036036
1274,076073
958,076074
13746,061074
6590,065118
480,018133
5661,099016
7431,015191
355,001238
2620,010053
2573,087040
602,078113
644,076075
2140,102033
4639,041051
580,006152
644,018134
8322,005097
8013,030099
1357,019089
3267,078114
1930,066087
528,001239
6404,074013
5613,075069
1232,078115
32741,015192
1993,060062
42053,027033
2808,076076
17366,061075
10376,059025
3485,017171
599,070064
10822,036037
5136,080097
14107,110007
7876,013206
2576,078116
6941,083077
6910,026072
1847,098047
4943,001240
3475,083078
8489,111062
3978,018135
1740,001242
1526,002131
2677,017172
1411,070065
1534,020056
354,014058
287,002035
3163,001243
7793,052028
3239,043046
3131,060063
1370,078118
11902,020057
2574,001244
10039,062058
4599,093038
10209,028075
1063,018136
7423,030100
8920,037052
6409,028076
14725,073024
2918,062059
1112,077025
1219,006153
3031,080071
5604,033040
110,005098
6741,015194
985,001245
3737,065119
6104,030101
4738,016188
1252,020058
3561,022250
7744,084036
5023,023070
1935,019090
16607,078119
540,070066
9471,099017
28277,037053
3221,060064
23898,087041
149,069080
25431,023071
27192,071046
6016,111063
14403,069081
16937,051033
964,070067
1038,070068
39168,015195
31264,050031
8471,082064
11060,054044
3323,001246
1099,048039
1509,058095
11810,087042
916,061076
1599,025045
32551,037054
2896,099025
1071,030102
3004,062060
2202,062061
576,078120
3257,078121
1574,022231
3242,041054
1537,031020
2077,062062
2082,056047
3581,080074
6305,078122
746,062063
1148,064082
14952,061077
2007,042041
7914,047024
7403,078123
1896,083079
3198,062064
6637,061104
923,071048
1437,093039
662,005099
15829,023073
823,001247
704,076077
1719,020059
413,019091
983,078124
13133,028077
3858,029044
4719,070069
8229,035037
3755,098048
1213,062065
6511,018137
910,069082
4907,064083
9108,073025
1019,005100
824,070070
10265,001248
3012,003133
869,065123
1394,077026
2061,101020
12119,040041
18982,001249
11813,027034
3925,022167
3130,087043
2498,064084
1896,004210
6239,074014
28090,050032
1646,024093
865,062066
745,003134
296,013207
14798,071049
1983,078125
760,064085
753,101021
3661,062067
2618,095046
730,111064
9547,074015
4510,017138
225,076020
3417,063069
5795,016189
929,042042
1205,005101
4804,016190
2001,031021
2723,083080
2732,083081
4018,079114
2112,030103
1621,079115
444,094043
1587,025047
1079,080075
5153,026073
3029,023075
510,078126
12951,023076
12681,037055
843,033041
4438,028078
3511,075071
884,061079
1960,003135
1593,024094
1443,001250
13376,074016
3038,028079
680,066088
6244,035038
2843,058096
4956,026074
470,070071
253,001251
3482,036038
526,080076
2608,052030
4258,093040
3103,001252
1633,080077
3485,098049
1387,046027
1693,065126
1221,083082
4203,006154
4001,062068
19963,069083
8980,063070
572,006155
1894,001253
3640,001254
5787,034033
1445,076078
12287,043047
52229,071051
1577,064087
1408,079116
2100,078128
8376,111065
12898,027036
5045,090092
611,025049
1908,068038
9977,026076
2474,095050
6688,049018
2118,078135
2174,066092
3624,111066
15223,093041
1253,030105
18892,074017
1930,025051
1707,030106
3584,024096
4840,081020
3240,058100
1684,079122
2571,060070
8383,015201
1464,023079
4465,015202
555,018145
7434,026077
1469,075067
2640,096059
8439,024091
2347,004209
3059,004208
3725,001241
1513,012141
1277,078117
4107,023072
8413,111067
5214,018138
9856,072040
5836,075070
54990,008055
15595,051034
1380,094044
7433,037056
10889,062070
586,080079
12269,083084
1874,071052
2075,099026
392,006156
9542,087045
2887,039017
8964,063071
2372,004211
971,018141
1566,087046
4730,001255
12017,023077
942,060065
27134,063072
557,054045
1814,079118
1412,060066
1412,064089
1731,111069
4301,062071
549,065128
736,064091
749,064090
2203,061086
4083,064092
363,094046
2940,083088
7233,028082
3964,041057
1354,076079
329,070073
13379,098050
5008,058098
2721,111070
2540,023078
11186,111071
4225,001256
19724,063074
1494,090085
1871,060067
6206,076080
498,062078
2813,065129
8928,065130
2563,028083
299,094047
1690,070074
5958,060068
17290,109037
262,068037
3856,080081
11355,035039
1408,080082
1515,041058
5790,010055
5245,067039
3881,016252
2955,102036
3661,058099
1134,022168
1936,028084
542,016191
2126,079117
5057,085017
3024,075072
823,080078
1966,018139
992,082066
2019,021085
11044,088010
877,062069
14624,050033
1205,078130
894,083083
2566,053022
11213,082067
1608,018140
4791,095047
6807,025048
7283,028080
1644,050034
9195,026075
1408,064088
6263,084038
476,018142
9006,010054
13232,050035
14529,061082
32984,061083
1381,090087
5036,078132
2297,018143
7685,087047
17724,027035
2165,097074
2059,069084
11853,063090
2620,061084
2302,030104
1293,103062
4114,042043
882,083087
19025,058097
4967,081019
1252,064093
1981,101022
4125,040043
2388,078133
9446,083089
5368,090063
8568,087048
2841,004212
1296,109036
3292,111068
22264,099018
1153,066089
10750,001257
26285,072041
8481,002133
6952,059026
2097,008056
3877,004213
1033,010056
4593,083091
10039,011026
1715,078134
1899,098051
4374,084040
1376,004214
5048,015200
412,065131
1272,060069
5742,024095
2317,095049
2488,065133
925,022169
10470,028085
3845,083092
3553,078136
5275,024097
1425,076081
4002,111072
394,006157
6759,024098
7190,021086
1164,006158
13361,017174
2916,033042
3049,026078
6828,016193
796,022170
39462,012119
4870,007066
5286,092066
3399,040044
4695,052031
1565,018146
22208,011027
126062,090064
1778,009055
671,062072
772,076082
14929,037057
4909,041071
1411,041060
7000,042044
40986,036040
3391,079123
2290,076083
391,030107
1103,001259
249,001258
15945,073026
16397,063076
21666,004215
1083,064096
9327,036041
17906,040045
3090,010057
871,017175
355,030108
1086,076084
60372,009056
3612,068039
50364,065137
181,004216
1520,065138
906,078137
909,018147
11476,078138
3278,001260
1975,083094
1132,064097
3016,101024
25784,035040
50664,048041
1361,019092
534,019093
1774,066093
1484,095051
10053,016194
637,094048
3897,053024
829,001261
2160,004217
12190,048053
3162,069087
1342,054046
456,054047
741,069088
2634,024099
875,013211
1157,016195
39203,024100
1144,020060
27297,088011
895,080084
1191,078139
615,082081
1468,001262
6144,063077
409,082069
553,066094
391,002134
363,002135
3819,066095
16596,087049
6903,075073
19167,027037
2808,066096
1410,022171
564,005103
334,066097
1859,075074
1950,098052
3748,030109
10227,025053
2044,095052
1302,090065
12498,015204
2498,016196
998,053025
9189,058102
1455,022172
36399,015205
1870,026079
29435,092068
1334,111074
2903,022246
1032,054048
1430,017176
7702,079127
507,025054
2556,021089
23183,028086
2022,016197
134,090066
205,018148
1009,053028
21508,015206
1741,095053
778,064098
1431,017177
44800,042045
440,095054
3165,013212
1874,098053
165,095055
7184,090067
4868,111075
1837,070075
2238,093042
12819,046028
2666,111076
45620,108039
2433,025055
25365,016198
2071,016199
7005,064099
3048,017178
7313,020061
10206,059027
6168,026080
487,014059
114,005104
505,078140
7739,010058
6535,102037
2640,042047
967,041061
3814,071053
560,004218
537,006159
9051,111077
8509,036042
294,065139
544,068040
916,043051
3118,063078
3048,079129
1477,020062
1045,043052
304,004219
11755,047020
5964,006160
4965,002137
3900,065140
4796,111078
645,111079
3035,060071
4428,079130
20942,061088
1260,065141
255,005105
711,094049
1334,011028
1251,051035
1859,021092
6388,093043
11169,012120
2248,094050
3236,019095
49122,048043
82384,015209
2485,036043
18277,010059
941,001263
21082,092074
7441,015210
727,060072
537,005106
20233,015211
469,001264
6840,092075
47176,001265
1549,001266
3126,079131
1240,111081
795,111082
23846,108040
1256,006161
24671,059028
369,022173
2511,060073
911,095056
801,095057
9676,065142
349,095076
3336,065143
632,111083
54060,052032
2325,054049
19155,048044
2054,091083
10232,026081
847,090068
3729,111084
1147,111085
1034,046037
559,003138
1940,006162
666,018149
15717,067040
312,095058
2197,095059
2627,083095
12561,052033
1678,091084
487,095060
535,004220
11541,091085
17736,092080
1987,080089
120200,089017
2841,064100
227,095061
4121,042048
2308,097075
2811,097076
7818,034049
1935,111086
6232,018150
1448,003139
347,109039
7159,023081
889,030110
121,095078
3195,040046
3998,075075
153,005107
1963,017180
1854,024101
14193,015213
4485,039018
930,019096
2349,095062
4095,012121
4713,013255
5458,012122
1016,008058
1870,111087
1652,006163
6996,028087
5351,075076
2708,020063
15618,036044
1728,034035
12414,064101
211,006164
3685,062073
1822,016200
2047,016251
3834,098054
324,004221
17934,012123
35033,063079
14830,023082
6340,004222
2743,004223
6677,085019
1170,018151
17826,023083
7631,019097
4086,014060
21564,014061
693,016201
1253,017181
7532,059029
698,096062
25724,060074
702,022176
4846,034036
3214,053026
791,079134
577,064102
12759,034051
1338,096063
3463,098055
8965,019098
1610,091086
3023,023084
4060,010060
1159,102039
2352,102040
8085,056048
1264,013216
745,003140
9144,016202
641,013217
353,095063
16149,063080
14832,090069
8430,089019
3039,019099
3123,025056
4292,024102
766,096064
4516,016203
812,022177
5333,016204
2979,079138
1511,079139
380,025057
10061,052034
8415,108041
7605,024103
1399,025058
1075,003141
4859,083096
817,102041
970,001267
4773,075077
8499,054050
719,086017
3195,059030
3785,064103
527,018152
6949,078142
4383,078143
1247,022179
1007,006165
2923,059031
12897,036045
12101,093044
1471,102042
1513,019100
6281,110008
27922,027038
608,019101
1224,070076
368,006166
7356,044071
6907,019102
1005,016205
1414,076086
5722,016206
37760,054051
19275,068041
3601,075078
1271,022180
712,022181
3676,009057
12390,026082
80,014062
3657,079142
13818,075079
2196,042049
1515,019103
223,080090
4146,028088
7343,031023
13571,073029
2395,006167
3020,046030
611,013218
2436,102043
2971,009058
833,009059
1196,022182
2236,075080
13332,016207
3170,029045
1295,080091
2539,080092
2368,057066
1593,090089
802,065145
5785,071054
4593,022183
7671,027039
11713,018153
272,001268
6303,001269
2365,060075
324,030111
601,022184
4809,103064
1927,006168
8796,063081
1073,096065
4794,055031
6427,101025
1192,002142
98,004224
3003,064104
614,018154
6419,051037
8829,058103
8657,061090
1107,111088
1766,097078
3826,016209
4353,108042
23329,066098
1958,017182
6125,012124
1541,064105
1028,095087
2762,003143
4314,075081
4846,060076
1615,075082
15000,075083
6259,001270
11810,026083
2044,020064
1236,085020
6677,056049
1268,030112
3046,049020
21334,020065
539,097079
147,095064
14033,008059
6656,066099
8157,029046
1555,006169
1750,025059
3715,012125
562,030113
1100,099027
4687,014063
978,091088
546,016210
1005,051038
3951,030114
1337,025060
10793,083097
2157,004225
195414,073027
8939,030116
16432,056050
197,014064
4339,026084
620,006170
1517,064106
2274,064107
15493,080093
11709,075084
14860,030118
801,001271
6003,098056
649,070077
2569,079146
5778,013222
2016,016211
1246,017183
11824,075085
932,096066
853,041064
7904,041065
12071,061091
7739,065146
4517,014065
2282,027040
7835,062074
5022,016212
2305,090080
1969,022188
590,022189
13974,090070
1118,017184
992,022190
2023,022191
9057,028089
1469,064108
53985,067041
471,003144
354,060077
1207,034038
605,090086
4506,021097
26518,072043
7387,083106
33575,070078
2577,012126
275,096067
111633,055032
8089,016213
45577,059032
697,022193
10137,095065
4913,078146
920,098057
1118,076088
477,080094
12212,051039
12720,082071
2659,028090
656,078147
2167,023085
3103,022251
10061,038028
5215,041070
4530,050036
928,006171
3915,091089
858,006172
2786,030120
652,022195
237,008060
2999,022196
318,056051
644,091090
3467,111089
12876,024104
24406,024105
2881,090071
464,091091
434,019104
1331,006173
2879,075086
516,010061
1724,005108
1211,017185
242,095088
285,066100
3683,022199
9000,014066
3744,079147
2399,090072
7318,076089
57138,058104
2126,034039
4354,035041
2505,068042
719,103065
16334,054052
2690,009061
19245,043053
2456,096068
4070,069090
10096,030121
3144,076090
8413,028091
1318,022200
2000,091093
797,005109
239,005110
529,024106
848,061093
4584,078148
6555,017186
683,022202
1845,065147
5326,074018
2028,064109
735,070079
6705,054053
573,007067
880724,001272
3019,069091
8235,072044
486,019105
917,003146
1697,069092
454,019106
3089,066101
1152,013223
1329,070080
2831,091094
1243,065148
951,090073
1622,018155
2961,001273
209,096069
41894,063083
544,018156
8726,016214
166,004226
605,001274
947,018157
2418,018159
2183,016215
317,018158
2985,068043
2092,019107
2466,016216
84090,063084
4790,027041
966,079148
754,014067
1248,064110
493,004227
2060,065149
1074,016217
4551,001275
732,004228
1962,109040
10408,074019
2085,030122
5859,024107
787,069093
3382,062076
6153,028092
7363,083098
17055,071056
4497,083108
48,004229
3545,018160
4224,069094
3070,023086
11762,024108
4865,060079
4194,073028
599,019108
1352,057069
1257,069095
2582,067043
826,018161
2226,010062
7753,034041
496,064111
7284,052035
1076,058106
11070,091095
27393,006174
496,065150
12057,067044
6078,083099
2724,030123
7722,017187
1268,067045
638,014068
2528,009062
10473,082073
18967,012127
944,095066
1487,022203
4145,065151
291,093045
346,093046
2974,076091
3860,001276
56213,110009
2857,014069
67742,081021
3119,082074
412,103066
6109,066102
2187,030124
173,103067
1039,111090
124,001277
4472,018162
13999,017188
4066,012128
324,001278
9612,034042
528,001279
1812,093047
2125,033043
1415,022247
12996,028093
8940,078150
8938,063091
11239,087050
7594,042050
20865,003149
2223,076092
2655,029047
1154,040049
1693,069096
4895,023087
9271,043054
762,004230
20275,087051
5129,013252
2084,017189
119468,022205
5442,017190
1698,030126
714,030191
1234,052036
1940,045015
9816,016218
2838,019109
6954,038030
2009,014070
1112,095067
2781,023088
8408,054054
1794,060080
914,064112
30387,016219
10795,026085
5934,058107
273,006175
10861,016220
85887,026086
522,017191
5208,015219
21422,015220
12170,015221
316,004231
233,013226
4327,028094
3630,015222
594,010063
17427,075088
699,002147
7706,030127
1102,091097
27222,072046
1654,019110
14246,110010
2242,004232
2253,090074
6979,002148
351,008061
828,083100
680,006176
8758,024110
8825,108043
4594,070081
5506,096070
1639,060081
1600,030128
2302,018163
10846,001280
6880,071058
9038,086018
1668,103068
227,012129
3443,002150
1022,018165
5883,015224
843,070082
371,069097
3582,063085
817,064113
5189,075089
1007,111091
1513,090075
3803,054055
228,057071
1544,098058
9542,013227
7138,015226
13119,072047
406,111092
2870,031024
819,068044
4874,077029
2731,083101
8485,056052
1383,016221
10746,012130
949,083102
99011,030129
12389,075090
4378,075091
4943,013228
1401,091098
493,095068
16608,054056
3733,017192
2809,095069
2067,028095
6947,041066
676,009063
14174,041067
2463,043055
9898,016222
2936,090076
2595,070083
1174,091099
2182,010064
732,095070
4322,090077
4142,111093
512,111094
532,091100
188,001281
203,001282
403,043056
1310,082075
8718,092090
5639,047021
1084,078152
1630,069098
8396,009064
884,046031
5154,048046
1946,076094
280,005111
10109,100006
3658,019111
1427,001283
4531,019112
6586,061095
1697,093052
4242,016253
3965,001284
1278,001317
590,018166
3160,025073
3087,024123
871,014074
164,013233
1031,016223
4365,016224
5100,024125
782,010065
2665,013229
1030,001318
26144,024111
1152,022232
1258,024112
2459,096071
12189,081022
4113,014071
905,004233
10848,096088
1309,083103
3604,014072
10282,026087
1951,002152
218,018167
15606,023089
2824,056053
18816,006177
1698,098059
3327,054057
2423,005112
462,022209
2567,014073
937,001285
598,016225
783,004234
3435,097082
190,007068
7439,086019
485,025062
209,096072
2628,064114
810,061096
478,103079
903,067046
235,065153
1881,025063
2190,018168
3261,096073
1491,018169
939,096074
1290,008062
2499,060082
6979,008063
3437,082076
4355,090079
1622,079151
14968,041068
5071,022248
745,102045
257,058108
2547,056054
1886,111095
1484,060084
1310,064115
129,016226
3149,024113
1445,017193
791,001286
105,004235
987,006178
11350,097083
50,004236
16175,058110
2677,013232
517,034044
212,016227
605,007069
3049,001287
98,001288
31181,037061
170,007070
1417,077030
1528,013234
1738,024114
1210,103069
1325,054059
262,016229
2301,007071
1624,065155
526,097093
3925,093053
7961,087052
178,017194
5341,015249
9370,015229
387,103070
9319,015230
979,003153
7145,002156
4925,003154
2460,012132
2635,034045
2052,080095
12812,009065
174,057073
13604,108045
80902,012133
1889,011029
850,001289
2711,030130
1182,034046
3143,018171
2021,103071
3985,056055
396,008064
41446,069099
1466,001290
1008,102046
6871,026088
12038,050037
7600,108046
7477,012134
16718,026089
203,016230
4337,108047
4747,028096
13648,075092
466,096075
2228,056056
201,013236
95,018172
53973,058111
3339,018173
2333,024115
11242,094052
33688,001292
1978,044073
1372,004237
884,001291
365,009066
6107,012136
7404,012137
4020,083104
260227,027042
3102,013238
11483,076095
4079,035046
2465,064116
24411,008065
1867,082077
2011,030131
9255,108048
30615,103072
754,013239
1077,014075
2840,097086
7564,016232
8223,016233
5622,097091
550,004238
7724,037059
1841,040050
8730,012138
5855,015251
1806,022213
1160,004239
2057,033044
3317,015236
780,011030
6077,100007
6988,075093
8173,017195
3776,017196
4859,001293
20404,060085
259913,023091
5131,023092
1288,007072
373,018174
1241,096076
1249,018175
1394,001294
2648,007073
4180,013242
4486,016234
10106,099020
210,014076
880,030132
1746,101027
6469,004240
1775,028097
3943,019113
617,005113
2034,003158
244,008066
798,001295
4248,017197
14093,056057
1822,035042
2295,004241
1458,017198
7334,011031
4247,035043
813,009067
20144,020066
1122,016235
241,005114
240,001296
3323,035044
62247,046033
869,005115
749,060086
8153,048049
111809,024116
831,001297
7620,071059
20788,063086
2175,060087
3179,004242
382,068045
870,003159
8617,050038
3835,058112
1671,090082
6520,018176
3672,026090
525,001298
13878,071060
2788,076096
7524,065157
1337,016236
2117,097090
7615,038022
10316,023094
2864,076097
5240,012139
911,028098
7690,096077
810,005116
976,006179
4517,056058
9291,015237
25795,036046
158,022216
2067,006180
2581,004243
1196,103074
1412,025065
13088,028099
583,016237
4208,033045
5127,001299
10022,027043
23108,028100
3136,006181
5825,023095
1566,046034
70,018178
10791,017199
9224,074020
622,068046
1303,046035
6163,015248
4691,016238
6634,016239
1827,016241
334,096078
5629,028101
956,014077
6763,016240
2944,014078
2191,028102
447,008067
8061,013245
3844,022222
1213,060088
3574,035045
13434,080096
1237,056046
2151,092099
375,005119
464,066105
340,095048
2582,060089
95,066104
1284,069102
2203,030133
1702,060090
301,095073
20018,082079
1424,017200
13911,111096
477,006182
4959,029048
6518,103075
2937,004244
3011,005117
33485,023096
4687,045016
4578,001300
1367,084043
8385,083105
3281,082080
1914,024117
3112,091101
532,066103
877,006183
2273,069101
932,064117
2620,111097
1146,029049
3492,111098
301,006184
190,096079
1217,001301
2763,009068
769,018179
5695,005118
1567,064118
1983,029050
1823,098060
6159,028104
915,029051
5811,004245
1820,006185
2221,090078
746,004246
1699,033046
298,095071
1055,111099
672,111100
1259,111101
3381,018180
5878,017201
1074,111102
5498,078154
4641,111103
2909,001303
1958,001305
1069,001306
4008,001307
3467,001302
411,002163
1006,001304
658,006186
4708,086020
1015,111104
13996,108049
3785,111105
6858,111106
2605,111107
4651,001308
1605,095072
881,066106
6151,024118
4827,022249
2632,022254
1297,007074
1691,031025
614,066107
269,103076
2161,020068
8196,016242
17951,026091
1456,016243
26238,108050
17063,015242
607,004248
3304,070084
569,005120
14750,048050
15134,001309
556,003164
363,004249
655,017202
1179,001310
2019,017203
1278,001311
4358,063088
809,030135
1243,006187
1036,043057
1578,018181
533,001312
1881,081023
67490,056059
305,060091
712,093049
28197,026092
845,066108
9336,015243
7659,061100
1319,093050
1403,096080
5974,087054
577,012140
4017,015244
1020,001313
3304,028105
8215,017204
372,010066
162,002166
842,025066
39507,018182
3687,038023
1749,103077
3030,022224
25467,063089
490,019114
10198,026093
120,018183
1200,006188
136,006189
15535,001314
7346,020070
718,006190
862,025067
10125,050039
338,019115
391,071061
3154,064119
8563,001315
501,004250
704,102048
1496,079157
18412,058114
1785,102049
2718,016244
8768,016245
6613,024119
3401,071064
998,018184
1696,018185
1146,095074
197,013246
7373,098061
1006,018186
477,018187
1769,026094
69,033047
392,018188
1752,018189
1023,095075
1009,045017
1392,024120
11525,026095
1743,022226
2516,033048
6933,015247
492,011032
4911,023098
400,096081
3132,018190
2413,010067
4585,036047
8707,016246
19153,037060
1918,075094
1031,017205
8500,093051
213,025069
775,024121
1146,096082
6761,024122
578,030136
1007,096083
2675,078155
1022,064120
1965,102050
